"Ajankohta";"Laskutettava kulutus (kWh)";"Ylijäämätuotanto (kWh)";"Ulkolämpötila (°C)"
"keskiviikko 28.9.2022 21:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 22:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 23:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 00:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 01:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 02:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 03:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 04:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 05:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 06:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 07:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 08:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 09:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 10:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 11:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 12:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 13:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 14:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 15:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 16:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 17:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 18:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 19:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 20:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 21:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 22:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"torstai 29.9.2022 23:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 00:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 01:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 02:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 03:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 04:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 05:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 06:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 07:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 08:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 09:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 10:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 11:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 12:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 13:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 14:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 15:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 16:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 17:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 18:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 19:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 20:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 21:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 22:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"perjantai 30.9.2022 23:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
