"Ajankohta";"Laskutettava kulutus (kWh)";"Ylijäämätuotanto (kWh)";"Ulkolämpötila (°C)"
"sunnuntai 18.9.2022 03:00";"0,20";"0,00";"9,30"
"sunnuntai 18.9.2022 04:00";"0,42";"0,00";"8,80"
"sunnuntai 18.9.2022 05:00";"0,78";"0,00";"8,50"
"sunnuntai 18.9.2022 06:00";"0,86";"0,00";"8,30"
"sunnuntai 18.9.2022 07:00";"0,55";"0,00";"8,80"
"sunnuntai 18.9.2022 08:00";"0,25";"0,00";"9,50"
"sunnuntai 18.9.2022 09:00";"0,00";"0,10";"10,30"
"sunnuntai 18.9.2022 10:00";"0,00";"0,19";"11,30"
"sunnuntai 18.9.2022 11:00";"1,13";"0,00";"11,90"
"sunnuntai 18.9.2022 12:00";"0,25";"0,00";"12,50"
"sunnuntai 18.9.2022 13:00";"0,00";"1,45";"12,70"
"sunnuntai 18.9.2022 14:00";"0,00";"0,88";"13,60"
"sunnuntai 18.9.2022 15:00";"0,00";"0,74";"13,70"
"sunnuntai 18.9.2022 16:00";"0,64";"0,00";"13,00"
"sunnuntai 18.9.2022 17:00";"0,24";"0,00";"13,80"
"sunnuntai 18.9.2022 18:00";"0,21";"0,00";"12,00"
"sunnuntai 18.9.2022 19:00";"2,48";"0,00";"11,60"
"sunnuntai 18.9.2022 20:00";"5,92";"0,00";"11,30"
"sunnuntai 18.9.2022 21:00";"1,01";"0,00";"10,20"
"sunnuntai 18.9.2022 22:00";"0,34";"0,00";"9,50"
"sunnuntai 18.9.2022 23:00";"0,22";"0,00";"9,60"
"maanantai 19.9.2022 00:00";"0,22";"0,00";"9,60"
"maanantai 19.9.2022 01:00";"0,20";"0,00";"9,70"
"maanantai 19.9.2022 02:00";"0,20";"0,00";"9,80"
"maanantai 19.9.2022 03:00";"0,21";"0,00";"9,90"
"maanantai 19.9.2022 04:00";"0,20";"0,00";"9,70"
"maanantai 19.9.2022 05:00";"0,39";"0,00";"9,70"
"maanantai 19.9.2022 06:00";"0,85";"0,00";"9,60"
"maanantai 19.9.2022 07:00";"0,76";"0,00";"9,60"
"maanantai 19.9.2022 08:00";"0,71";"0,00";"9,90"
"maanantai 19.9.2022 09:00";"0,44";"0,00";"10,50"
"maanantai 19.9.2022 10:00";"0,00";"0,36";"11,20"
"maanantai 19.9.2022 11:00";"0,60";"0,00";"12,30"
"maanantai 19.9.2022 12:00";"0,00";"0,42";"13,20"
"maanantai 19.9.2022 13:00";"0,00";"0,00";"12,90"
"maanantai 19.9.2022 14:00";"0,00";"0,39";"13,40"
"maanantai 19.9.2022 15:00";"0,00";"0,71";"14,00"
"maanantai 19.9.2022 16:00";"0,00";"0,04";"13,80"
"maanantai 19.9.2022 17:00";"0,61";"0,00";"13,50"
"maanantai 19.9.2022 18:00";"0,54";"0,00";"12,20"
"maanantai 19.9.2022 19:00";"0,54";"0,00";"11,30"
"maanantai 19.9.2022 20:00";"0,90";"0,00";"10,50"
"maanantai 19.9.2022 21:00";"0,63";"0,00";"10,30"
"maanantai 19.9.2022 22:00";"0,28";"0,00";"10,20"
"maanantai 19.9.2022 23:00";"0,21";"0,00";"10,20"
"tiistai 20.9.2022 00:00";"0,21";"0,00";"10,50"
"tiistai 20.9.2022 01:00";"0,20";"0,00";"10,30"
"tiistai 20.9.2022 02:00";"0,21";"0,00";"10,30"
"tiistai 20.9.2022 03:00";"0,20";"0,00";"10,10"
"tiistai 20.9.2022 04:00";"0,35";"0,00";"9,90"
"tiistai 20.9.2022 05:00";"0,80";"0,00";"9,40"
"tiistai 20.9.2022 06:00";"0,66";"0,00";"9,10"
"tiistai 20.9.2022 07:00";"0,66";"0,00";"8,90"
"tiistai 20.9.2022 08:00";"0,69";"0,00";"9,40"
"tiistai 20.9.2022 09:00";"0,33";"0,00";"10,20"
"tiistai 20.9.2022 10:00";"0,00";"0,10";"10,60"
"tiistai 20.9.2022 11:00";"0,04";"0,00";"10,90"
"tiistai 20.9.2022 12:00";"0,00";"0,07";"11,30"
"tiistai 20.9.2022 13:00";"0,00";"0,27";"12,20"
"tiistai 20.9.2022 14:00";"0,11";"0,00";"11,60"
"tiistai 20.9.2022 15:00";"0,21";"0,00";"11,50"
"tiistai 20.9.2022 16:00";"0,00";"0,32";"12,50"
"tiistai 20.9.2022 17:00";"0,64";"0,00";"11,80"
"tiistai 20.9.2022 18:00";"0,74";"0,00";"11,10"
"tiistai 20.9.2022 19:00";"0,38";"0,00";"10,00"
"tiistai 20.9.2022 20:00";"1,26";"0,00";"9,40"
"tiistai 20.9.2022 21:00";"1,20";"0,00";"9,10"
"tiistai 20.9.2022 22:00";"0,33";"0,00";"8,90"
"tiistai 20.9.2022 23:00";"0,20";"0,00";"8,40"
"keskiviikko 21.9.2022 00:00";"0,20";"0,00";"8,20"
"keskiviikko 21.9.2022 01:00";"0,19";"0,00";"7,50"
"keskiviikko 21.9.2022 02:00";"0,42";"0,00";"6,80"
"keskiviikko 21.9.2022 03:00";"0,81";"0,00";"7,10"
"keskiviikko 21.9.2022 04:00";"0,44";"0,00";"6,60"
"keskiviikko 21.9.2022 05:00";"0,19";"0,00";"6,10"
"keskiviikko 21.9.2022 06:00";"0,31";"0,00";"5,30"
"keskiviikko 21.9.2022 07:00";"0,76";"0,00";"5,80"
"keskiviikko 21.9.2022 08:00";"0,85";"0,00";"6,80"
"keskiviikko 21.9.2022 09:00";"1,28";"0,00";"7,50"
"keskiviikko 21.9.2022 10:00";"0,30";"0,00";"8,50"
"keskiviikko 21.9.2022 11:00";"0,81";"0,00";"9,50"
"keskiviikko 21.9.2022 12:00";"0,43";"0,00";"10,10"
"keskiviikko 21.9.2022 13:00";"0,02";"0,00";"10,40"
"keskiviikko 21.9.2022 14:00";"0,00";"0,16";"10,60"
"keskiviikko 21.9.2022 15:00";"0,37";"0,00";"10,60"
"keskiviikko 21.9.2022 16:00";"0,01";"0,00";"10,70"
"keskiviikko 21.9.2022 17:00";"0,49";"0,00";"10,70"
"keskiviikko 21.9.2022 18:00";"0,93";"0,00";"9,80"
"keskiviikko 21.9.2022 19:00";"0,64";"0,00";"9,10"
"keskiviikko 21.9.2022 20:00";"1,05";"0,00";"8,70"
"keskiviikko 21.9.2022 21:00";"0,42";"0,00";"8,50"
"keskiviikko 21.9.2022 22:00";"0,26";"0,00";"7,60"
"keskiviikko 21.9.2022 23:00";"0,20";"0,00";"5,80"
"torstai 22.9.2022 00:00";"0,33";"0,00";"5,10"
"torstai 22.9.2022 01:00";"0,48";"0,00";"5,70"
"torstai 22.9.2022 02:00";"0,71";"0,00";"6,40"
"torstai 22.9.2022 03:00";"0,71";"0,00";"6,60"
"torstai 22.9.2022 04:00";"0,74";"0,00";"6,30"
"torstai 22.9.2022 05:00";"0,77";"0,00";"5,90"
"torstai 22.9.2022 06:00";"0,79";"0,00";"5,50"
"torstai 22.9.2022 07:00";"1,10";"0,00";"5,40"
"torstai 22.9.2022 08:00";"0,77";"0,00";"5,60"
"torstai 22.9.2022 09:00";"0,00";"0,00";"6,60"
"torstai 22.9.2022 10:00";"0,00";"1,15";"7,80"
"torstai 22.9.2022 11:00";"0,00";"1,74";"8,90"
"torstai 22.9.2022 12:00";"0,00";"2,00";"10,00"
"torstai 22.9.2022 13:00";"0,00";"2,01";"10,90"
"torstai 22.9.2022 14:00";"0,00";"1,20";"11,90"
"torstai 22.9.2022 15:00";"0,00";"0,33";"12,40"
"torstai 22.9.2022 16:00";"0,00";"0,14";"13,00"
"torstai 22.9.2022 17:00";"0,56";"0,00";"12,40"
"torstai 22.9.2022 18:00";"0,12";"0,00";"11,50"
"torstai 22.9.2022 19:00";"1,05";"0,00";"9,60"
"torstai 22.9.2022 20:00";"0,83";"0,00";"8,50"
"torstai 22.9.2022 21:00";"0,31";"0,00";"7,80"
"torstai 22.9.2022 22:00";"0,20";"0,00";"7,00"
"torstai 22.9.2022 23:00";"0,21";"0,00";"7,00"
"perjantai 23.9.2022 00:00";"0,20";"0,00";"7,00"
"perjantai 23.9.2022 01:00";"0,31";"0,00";"6,70"
"perjantai 23.9.2022 02:00";"0,70";"0,00";"6,10"
"perjantai 23.9.2022 03:00";"0,71";"0,00";"5,20"
"perjantai 23.9.2022 04:00";"0,70";"0,00";"4,90"
"perjantai 23.9.2022 05:00";"0,72";"0,00";"5,50"
"perjantai 23.9.2022 06:00";"0,89";"0,00";"5,40"
"perjantai 23.9.2022 07:00";"1,00";"0,00";"5,30"
"perjantai 23.9.2022 08:00";"0,84";"0,00";"6,40"
"perjantai 23.9.2022 09:00";"0,69";"0,00";"8,60"
"perjantai 23.9.2022 10:00";"0,12";"0,00";"10,00"
"perjantai 23.9.2022 11:00";"0,19";"0,00";"11,10"
"perjantai 23.9.2022 12:00";"0,00";"0,14";"12,40"
"perjantai 23.9.2022 13:00";"0,00";"0,33";"13,30"
"perjantai 23.9.2022 14:00";"0,00";"0,29";"13,80"
"perjantai 23.9.2022 15:00";"0,65";"0,00";"13,60"
"perjantai 23.9.2022 16:00";"1,42";"0,00";"13,20"
"perjantai 23.9.2022 17:00";"0,42";"0,00";"12,60"
"perjantai 23.9.2022 18:00";"1,51";"0,00";"11,80"
"perjantai 23.9.2022 19:00";"1,63";"0,00";"10,90"
"perjantai 23.9.2022 20:00";"0,84";"0,00";"10,30"
"perjantai 23.9.2022 21:00";"0,43";"0,00";"9,80"
"perjantai 23.9.2022 22:00";"0,25";"0,00";"8,40"
"perjantai 23.9.2022 23:00";"0,21";"0,00";"7,30"
"lauantai 24.9.2022 00:00";"0,20";"0,00";"7,40"
"lauantai 24.9.2022 01:00";"0,59";"0,00";"7,80"
"lauantai 24.9.2022 02:00";"0,72";"0,00";"6,70"
"lauantai 24.9.2022 03:00";"0,19";"0,00";"6,00"
"lauantai 24.9.2022 04:00";"0,20";"0,00";"5,80"
"lauantai 24.9.2022 05:00";"0,36";"0,00";"5,60"
"lauantai 24.9.2022 06:00";"0,51";"0,00";"5,10"
"lauantai 24.9.2022 07:00";"0,90";"0,00";"4,80"
"lauantai 24.9.2022 08:00";"0,79";"0,00";"5,70"
"lauantai 24.9.2022 09:00";"0,00";"0,00";"7,60"
"lauantai 24.9.2022 10:00";"0,00";"0,83";"9,40"
"lauantai 24.9.2022 11:00";"0,00";"1,05";"11,00"
"lauantai 24.9.2022 12:00";"0,00";"1,23";"11,80"
"lauantai 24.9.2022 13:00";"0,00";"1,40";"13,10"
"lauantai 24.9.2022 14:00";"0,00";"0,62";"13,70"
"lauantai 24.9.2022 15:00";"2,22";"0,00";"15,10"
"lauantai 24.9.2022 16:00";"1,28";"0,00";"14,70"
"lauantai 24.9.2022 17:00";"0,00";"0,00";"13,70"
"lauantai 24.9.2022 18:00";"0,13";"0,00";"11,40"
"lauantai 24.9.2022 19:00";"0,29";"0,00";"9,70"
"lauantai 24.9.2022 20:00";"0,35";"0,00";"8,40"
"lauantai 24.9.2022 21:00";"0,33";"0,00";"7,50"
"lauantai 24.9.2022 22:00";"0,30";"0,00";"6,80"
"lauantai 24.9.2022 23:00";"0,85";"0,00";"6,30"
"sunnuntai 25.9.2022 00:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 01:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 02:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 03:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 04:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 05:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 06:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 07:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 08:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 09:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 10:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 11:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 12:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 13:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 14:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 15:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 16:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 17:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 18:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 19:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 20:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 21:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 22:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"sunnuntai 25.9.2022 23:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 00:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 01:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 02:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 03:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 04:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 05:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 06:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 07:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 08:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 09:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 10:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 11:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 12:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 13:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 14:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 15:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 16:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 17:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 18:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 19:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 20:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 21:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 22:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"maanantai 26.9.2022 23:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 00:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 01:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 02:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 03:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 04:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 05:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 06:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 07:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 08:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 09:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 10:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 11:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 12:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 13:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 14:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 15:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 16:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 17:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 18:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 19:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 20:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 21:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 22:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"tiistai 27.9.2022 23:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 00:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 01:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 02:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 03:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 04:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 05:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 06:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 07:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 08:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 09:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 10:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 11:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 12:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 13:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 14:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 15:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 16:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 17:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 18:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 19:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
"keskiviikko 28.9.2022 20:00";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla.";"Ei kulutustietoja tällä ajanjaksolla."
