"Ajankohta";"Laskutettava kulutus (kWh)";"Ylijäämätuotanto (kWh)";"Ulkolämpötila (°C)"
"lauantai 2.7.2022 23:00";"0,31";"0,00";"21,40"
"sunnuntai 3.7.2022 00:00";"0,28";"0,00";"20,80"
"sunnuntai 3.7.2022 01:00";"0,36";"0,00";"19,70"
"sunnuntai 3.7.2022 02:00";"0,40";"0,00";"18,90"
"sunnuntai 3.7.2022 03:00";"0,33";"0,00";"17,90"
"sunnuntai 3.7.2022 04:00";"0,25";"0,00";"17,40"
"sunnuntai 3.7.2022 05:00";"0,18";"0,00";"17,50"
"sunnuntai 3.7.2022 06:00";"0,11";"0,00";"18,80"
"sunnuntai 3.7.2022 07:00";"0,00";"0,26";"19,80"
"sunnuntai 3.7.2022 08:00";"0,00";"0,01";"20,40"
"sunnuntai 3.7.2022 09:00";"0,00";"0,52";"21,30"
"sunnuntai 3.7.2022 10:00";"0,00";"1,54";"22,10"
"sunnuntai 3.7.2022 11:00";"0,00";"1,24";"22,80"
"sunnuntai 3.7.2022 12:00";"0,00";"2,56";"23,70"
"sunnuntai 3.7.2022 13:00";"0,00";"2,44";"24,00"
"sunnuntai 3.7.2022 14:00";"0,00";"2,55";"24,70"
"sunnuntai 3.7.2022 15:00";"0,00";"2,45";"25,60"
"sunnuntai 3.7.2022 16:00";"0,00";"1,71";"29,00"
"sunnuntai 3.7.2022 17:00";"0,00";"1,19";"36,10"
"sunnuntai 3.7.2022 18:00";"0,00";"0,60";"37,70"
"sunnuntai 3.7.2022 19:00";"0,57";"0,00";"35,80"
"sunnuntai 3.7.2022 20:00";"0,63";"0,00";"31,20"
"sunnuntai 3.7.2022 21:00";"0,66";"0,00";"23,70"
"sunnuntai 3.7.2022 22:00";"0,31";"0,00";"21,40"
"sunnuntai 3.7.2022 23:00";"0,20";"0,00";"19,80"
"maanantai 4.7.2022 00:00";"0,19";"0,00";"18,50"
"maanantai 4.7.2022 01:00";"0,19";"0,00";"17,70"
"maanantai 4.7.2022 02:00";"0,19";"0,00";"16,70"
"maanantai 4.7.2022 03:00";"0,19";"0,00";"15,90"
"maanantai 4.7.2022 04:00";"0,18";"0,00";"15,30"
"maanantai 4.7.2022 05:00";"0,12";"0,00";"15,80"
"maanantai 4.7.2022 06:00";"0,04";"0,00";"16,90"
"maanantai 4.7.2022 07:00";"0,00";"0,20";"18,90"
"maanantai 4.7.2022 08:00";"0,00";"0,32";"19,70"
"maanantai 4.7.2022 09:00";"0,00";"1,51";"21,10"
"maanantai 4.7.2022 10:00";"0,00";"0,89";"21,50"
"maanantai 4.7.2022 11:00";"0,00";"2,61";"22,30"
"maanantai 4.7.2022 12:00";"0,00";"1,85";"23,30"
"maanantai 4.7.2022 13:00";"0,00";"2,39";"24,30"
"maanantai 4.7.2022 14:00";"0,00";"2,32";"24,60"
"maanantai 4.7.2022 15:00";"0,00";"1,77";"26,20"
"maanantai 4.7.2022 16:00";"0,00";"0,85";"27,40"
"maanantai 4.7.2022 17:00";"0,00";"0,57";"27,80"
"maanantai 4.7.2022 18:00";"0,05";"0,00";"27,90"
"maanantai 4.7.2022 19:00";"0,07";"0,00";"25,80"
"maanantai 4.7.2022 20:00";"0,47";"0,00";"24,30"
"maanantai 4.7.2022 21:00";"0,28";"0,00";"22,50"
"maanantai 4.7.2022 22:00";"0,39";"0,00";"21,00"
"maanantai 4.7.2022 23:00";"0,41";"0,00";"19,60"
"tiistai 5.7.2022 00:00";"0,24";"0,00";"18,60"
"tiistai 5.7.2022 01:00";"0,24";"0,00";"18,10"
"tiistai 5.7.2022 02:00";"0,25";"0,00";"17,80"
"tiistai 5.7.2022 03:00";"0,24";"0,00";"17,30"
"tiistai 5.7.2022 04:00";"0,23";"0,00";"17,30"
"tiistai 5.7.2022 05:00";"0,13";"0,00";"18,10"
"tiistai 5.7.2022 06:00";"0,10";"0,00";"18,00"
"tiistai 5.7.2022 07:00";"0,00";"0,39";"18,40"
"tiistai 5.7.2022 08:00";"0,00";"0,36";"19,60"
"tiistai 5.7.2022 09:00";"0,00";"0,98";"19,70"
"tiistai 5.7.2022 10:00";"0,00";"0,51";"20,00"
"tiistai 5.7.2022 11:00";"0,00";"2,26";"19,60"
"tiistai 5.7.2022 12:00";"0,00";"2,63";"21,10"
"tiistai 5.7.2022 13:00";"0,00";"2,35";"21,80"
"tiistai 5.7.2022 14:00";"0,00";"0,81";"22,00"
"tiistai 5.7.2022 15:00";"0,00";"1,89";"22,30"
"tiistai 5.7.2022 16:00";"0,00";"1,27";"22,80"
"tiistai 5.7.2022 17:00";"0,00";"0,88";"23,00"
"tiistai 5.7.2022 18:00";"0,57";"0,00";"22,80"
"tiistai 5.7.2022 19:00";"0,87";"0,00";"26,90"
"tiistai 5.7.2022 20:00";"0,48";"0,00";"21,50"
"tiistai 5.7.2022 21:00";"0,96";"0,00";"19,30"
"tiistai 5.7.2022 22:00";"0,39";"0,00";"18,40"
"tiistai 5.7.2022 23:00";"0,25";"0,00";"17,30"
"keskiviikko 6.7.2022 00:00";"0,25";"0,00";"16,60"
"keskiviikko 6.7.2022 01:00";"0,24";"0,00";"15,70"
"keskiviikko 6.7.2022 02:00";"0,24";"0,00";"15,10"
"keskiviikko 6.7.2022 03:00";"0,22";"0,00";"14,40"
"keskiviikko 6.7.2022 04:00";"0,26";"0,00";"14,00"
"keskiviikko 6.7.2022 05:00";"0,48";"0,00";"14,40"
"keskiviikko 6.7.2022 06:00";"0,11";"0,00";"15,80"
"keskiviikko 6.7.2022 07:00";"0,00";"0,18";"17,60"
"keskiviikko 6.7.2022 08:00";"0,00";"0,16";"18,00"
"keskiviikko 6.7.2022 09:00";"0,00";"0,47";"19,40"
"keskiviikko 6.7.2022 10:00";"0,00";"1,49";"19,50"
"keskiviikko 6.7.2022 11:00";"0,00";"0,83";"19,70"
"keskiviikko 6.7.2022 12:00";"0,00";"2,01";"20,30"
"keskiviikko 6.7.2022 13:00";"0,00";"1,98";"20,60"
"keskiviikko 6.7.2022 14:00";"0,00";"2,11";"21,20"
"keskiviikko 6.7.2022 15:00";"0,00";"1,86";"21,60"
"keskiviikko 6.7.2022 16:00";"0,00";"1,65";"24,60"
"keskiviikko 6.7.2022 17:00";"0,00";"0,69";"31,00"
"keskiviikko 6.7.2022 18:00";"0,00";"0,40";"23,10"
"keskiviikko 6.7.2022 19:00";"0,06";"0,00";"20,10"
"keskiviikko 6.7.2022 20:00";"0,18";"0,00";"19,20"
"keskiviikko 6.7.2022 21:00";"0,21";"0,00";"18,20"
"keskiviikko 6.7.2022 22:00";"0,19";"0,00";"17,30"
"keskiviikko 6.7.2022 23:00";"0,19";"0,00";"16,10"
"torstai 7.7.2022 00:00";"0,23";"0,00";"15,30"
"torstai 7.7.2022 01:00";"0,19";"0,00";"14,50"
"torstai 7.7.2022 02:00";"0,26";"0,00";"13,50"
"torstai 7.7.2022 03:00";"0,49";"0,00";"13,10"
"torstai 7.7.2022 04:00";"0,21";"0,00";"12,80"
"torstai 7.7.2022 05:00";"0,14";"0,00";"12,70"
"torstai 7.7.2022 06:00";"0,24";"0,00";"14,60"
"torstai 7.7.2022 07:00";"0,00";"0,41";"16,70"
"torstai 7.7.2022 08:00";"0,00";"0,54";"17,90"
"torstai 7.7.2022 09:00";"0,00";"1,37";"18,50"
"torstai 7.7.2022 10:00";"0,00";"2,35";"18,90"
"torstai 7.7.2022 11:00";"0,00";"2,63";"19,80"
"torstai 7.7.2022 12:00";"0,00";"1,88";"20,50"
"torstai 7.7.2022 13:00";"0,00";"0,17";"20,50"
"torstai 7.7.2022 14:00";"0,00";"1,01";"17,30"
"torstai 7.7.2022 15:00";"0,00";"0,88";"17,50"
"torstai 7.7.2022 16:00";"0,00";"0,52";"18,60"
"torstai 7.7.2022 17:00";"0,00";"0,72";"17,20"
"torstai 7.7.2022 18:00";"0,00";"0,18";"18,50"
"torstai 7.7.2022 19:00";"0,21";"0,00";"24,80"
"torstai 7.7.2022 20:00";"1,13";"0,00";"23,70"
"torstai 7.7.2022 21:00";"0,53";"0,00";"17,60"
"torstai 7.7.2022 22:00";"0,27";"0,00";"15,40"
"torstai 7.7.2022 23:00";"0,21";"0,00";"13,70"
"perjantai 8.7.2022 00:00";"0,22";"0,00";"12,80"
"perjantai 8.7.2022 01:00";"0,21";"0,00";"12,20"
"perjantai 8.7.2022 02:00";"0,22";"0,00";"11,40"
"perjantai 8.7.2022 03:00";"0,22";"0,00";"10,80"
"perjantai 8.7.2022 04:00";"0,20";"0,00";"10,10"
"perjantai 8.7.2022 05:00";"0,16";"0,00";"10,30"
"perjantai 8.7.2022 06:00";"0,62";"0,00";"12,50"
"perjantai 8.7.2022 07:00";"0,00";"0,27";"14,90"
"perjantai 8.7.2022 08:00";"0,06";"0,00";"16,50"
"perjantai 8.7.2022 09:00";"0,00";"1,12";"17,40"
"perjantai 8.7.2022 10:00";"0,00";"1,48";"19,10"
"perjantai 8.7.2022 11:00";"0,00";"1,82";"19,60"
"perjantai 8.7.2022 12:00";"0,00";"0,61";"20,20"
"perjantai 8.7.2022 13:00";"0,00";"0,01";"21,40"
"perjantai 8.7.2022 14:00";"0,00";"1,36";"21,20"
"perjantai 8.7.2022 15:00";"0,00";"1,35";"22,30"
"perjantai 8.7.2022 16:00";"0,00";"1,01";"25,60"
"perjantai 8.7.2022 17:00";"0,00";"1,04";"31,70"
"perjantai 8.7.2022 18:00";"0,00";"0,38";"29,90"
"perjantai 8.7.2022 19:00";"0,10";"0,00";"32,10"
"perjantai 8.7.2022 20:00";"0,20";"0,00";"28,00"
"perjantai 8.7.2022 21:00";"0,54";"0,00";"21,40"
"perjantai 8.7.2022 22:00";"0,31";"0,00";"19,00"
"perjantai 8.7.2022 23:00";"0,23";"0,00";"16,90"
"lauantai 9.7.2022 00:00";"0,21";"0,00";"15,30"
"lauantai 9.7.2022 01:00";"0,21";"0,00";"14,30"
"lauantai 9.7.2022 02:00";"0,22";"0,00";"13,30"
"lauantai 9.7.2022 03:00";"0,22";"0,00";"12,70"
"lauantai 9.7.2022 04:00";"0,21";"0,00";"12,10"
"lauantai 9.7.2022 05:00";"0,12";"0,00";"13,10"
"lauantai 9.7.2022 06:00";"0,00";"0,11";"13,80"
"lauantai 9.7.2022 07:00";"0,31";"0,00";"16,20"
"lauantai 9.7.2022 08:00";"0,00";"0,05";"16,70"
"lauantai 9.7.2022 09:00";"0,44";"0,00";"18,40"
"lauantai 9.7.2022 10:00";"0,25";"0,00";"19,20"
"lauantai 9.7.2022 11:00";"0,00";"0,54";"20,00"
"lauantai 9.7.2022 12:00";"0,62";"0,00";"21,00"
"lauantai 9.7.2022 13:00";"0,47";"0,00";"20,10"
"lauantai 9.7.2022 14:00";"0,00";"0,53";"16,90"
"lauantai 9.7.2022 15:00";"0,00";"0,85";"17,50"
"lauantai 9.7.2022 16:00";"0,00";"0,56";"17,40"
"lauantai 9.7.2022 17:00";"0,11";"0,00";"19,50"
"lauantai 9.7.2022 18:00";"0,27";"0,00";"19,60"
"lauantai 9.7.2022 19:00";"0,71";"0,00";"15,80"
"lauantai 9.7.2022 20:00";"0,48";"0,00";"13,20"
"lauantai 9.7.2022 21:00";"0,64";"0,00";"13,70"
"lauantai 9.7.2022 22:00";"0,32";"0,00";"13,70"
"lauantai 9.7.2022 23:00";"0,26";"0,00";"12,80"
"sunnuntai 10.7.2022 00:00";"0,22";"0,00";"11,70"
"sunnuntai 10.7.2022 01:00";"0,23";"0,00";"11,10"
"sunnuntai 10.7.2022 02:00";"0,24";"0,00";"10,60"
"sunnuntai 10.7.2022 03:00";"0,22";"0,00";"10,00"
"sunnuntai 10.7.2022 04:00";"0,23";"0,00";"9,60"
"sunnuntai 10.7.2022 05:00";"0,13";"0,00";"9,40"
"sunnuntai 10.7.2022 06:00";"0,44";"0,00";"10,70"
"sunnuntai 10.7.2022 07:00";"0,00";"0,22";"12,50"
"sunnuntai 10.7.2022 08:00";"0,00";"0,16";"14,20"
"sunnuntai 10.7.2022 09:00";"0,00";"0,79";"15,60"
"sunnuntai 10.7.2022 10:00";"0,00";"2,31";"15,70"
"sunnuntai 10.7.2022 11:00";"0,00";"0,77";"17,60"
"sunnuntai 10.7.2022 12:00";"0,00";"1,54";"18,50"
"sunnuntai 10.7.2022 13:00";"0,00";"0,77";"19,10"
"sunnuntai 10.7.2022 14:00";"0,00";"0,62";"20,20"
"sunnuntai 10.7.2022 15:00";"0,00";"0,41";"20,30"
"sunnuntai 10.7.2022 16:00";"0,00";"1,44";"22,10"
"sunnuntai 10.7.2022 17:00";"0,00";"1,53";"22,00"
"sunnuntai 10.7.2022 18:00";"0,08";"0,00";"29,80"
"sunnuntai 10.7.2022 19:00";"0,32";"0,00";"31,60"
"sunnuntai 10.7.2022 20:00";"0,94";"0,00";"25,90"
"sunnuntai 10.7.2022 21:00";"0,51";"0,00";"19,90"
"sunnuntai 10.7.2022 22:00";"0,31";"0,00";"18,10"
"sunnuntai 10.7.2022 23:00";"0,22";"0,00";"16,60"
"maanantai 11.7.2022 00:00";"0,21";"0,00";"15,90"
"maanantai 11.7.2022 01:00";"0,21";"0,00";"15,20"
"maanantai 11.7.2022 02:00";"0,21";"0,00";"14,50"
"maanantai 11.7.2022 03:00";"0,22";"0,00";"13,60"
"maanantai 11.7.2022 04:00";"0,21";"0,00";"13,40"
"maanantai 11.7.2022 05:00";"0,48";"0,00";"14,00"
"maanantai 11.7.2022 06:00";"0,07";"0,00";"14,80"
"maanantai 11.7.2022 07:00";"0,00";"0,20";"15,50"
"maanantai 11.7.2022 08:00";"0,05";"0,00";"17,00"
"maanantai 11.7.2022 09:00";"0,00";"0,25";"18,80"
"maanantai 11.7.2022 10:00";"0,00";"2,10";"19,60"
"maanantai 11.7.2022 11:00";"0,00";"0,41";"19,20"
"maanantai 11.7.2022 12:00";"0,00";"0,16";"17,20"
"maanantai 11.7.2022 13:00";"0,47";"0,00";"18,90"
"maanantai 11.7.2022 14:00";"0,00";"0,52";"17,30"
"maanantai 11.7.2022 15:00";"0,00";"0,81";"19,10"
"maanantai 11.7.2022 16:00";"0,00";"0,02";"18,00"
"maanantai 11.7.2022 17:00";"0,00";"0,01";"20,70"
"maanantai 11.7.2022 18:00";"0,00";"0,11";"28,50"
"maanantai 11.7.2022 19:00";"0,50";"0,00";"24,80"
"maanantai 11.7.2022 20:00";"0,60";"0,00";"24,80"
"maanantai 11.7.2022 21:00";"0,70";"0,00";"20,40"
"maanantai 11.7.2022 22:00";"0,31";"0,00";"18,10"
"maanantai 11.7.2022 23:00";"0,24";"0,00";"16,90"
"tiistai 12.7.2022 00:00";"0,20";"0,00";"16,40"
"tiistai 12.7.2022 01:00";"0,21";"0,00";"15,70"
"tiistai 12.7.2022 02:00";"0,52";"0,00";"15,20"
"tiistai 12.7.2022 03:00";"0,21";"0,00";"14,90"
"tiistai 12.7.2022 04:00";"0,21";"0,00";"14,50"
"tiistai 12.7.2022 05:00";"0,17";"0,00";"14,50"
"tiistai 12.7.2022 06:00";"0,11";"0,00";"15,10"
"tiistai 12.7.2022 07:00";"0,00";"0,35";"16,30"
"tiistai 12.7.2022 08:00";"0,00";"0,07";"17,60"
"tiistai 12.7.2022 09:00";"0,00";"1,37";"19,20"
"tiistai 12.7.2022 10:00";"0,00";"1,83";"20,40"
"tiistai 12.7.2022 11:00";"0,00";"1,74";"21,50"
"tiistai 12.7.2022 12:00";"0,00";"2,17";"22,30"
"tiistai 12.7.2022 13:00";"0,00";"1,86";"23,30"
"tiistai 12.7.2022 14:00";"0,00";"1,91";"23,30"
"tiistai 12.7.2022 15:00";"0,00";"1,33";"24,70"
"tiistai 12.7.2022 16:00";"0,28";"0,00";"25,80"
"tiistai 12.7.2022 17:00";"0,00";"0,22";"30,30"
"tiistai 12.7.2022 18:00";"0,35";"0,00";"31,60"
"tiistai 12.7.2022 19:00";"0,60";"0,00";"25,60"
"tiistai 12.7.2022 20:00";"0,37";"0,00";"23,10"
"tiistai 12.7.2022 21:00";"0,34";"0,00";"22,40"
"tiistai 12.7.2022 22:00";"0,24";"0,00";"21,50"
"tiistai 12.7.2022 23:00";"0,24";"0,00";"21,00"
"keskiviikko 13.7.2022 00:00";"1,82";"0,00";"20,30"
"keskiviikko 13.7.2022 01:00";"0,41";"0,00";"19,90"
"keskiviikko 13.7.2022 02:00";"0,23";"0,00";"19,70"
"keskiviikko 13.7.2022 03:00";"0,24";"0,00";"19,20"
"keskiviikko 13.7.2022 04:00";"0,23";"0,00";"19,10"
"keskiviikko 13.7.2022 05:00";"0,19";"0,00";"19,30"
"keskiviikko 13.7.2022 06:00";"0,00";"0,12";"19,80"
"keskiviikko 13.7.2022 07:00";"0,00";"0,33";"20,20"
"keskiviikko 13.7.2022 08:00";"0,00";"0,12";"20,90"
"keskiviikko 13.7.2022 09:00";"0,00";"0,31";"21,50"
"keskiviikko 13.7.2022 10:00";"0,00";"0,56";"22,10"
"keskiviikko 13.7.2022 11:00";"0,00";"0,22";"21,40"
"keskiviikko 13.7.2022 12:00";"0,00";"0,44";"19,70"
"keskiviikko 13.7.2022 13:00";"0,46";"0,00";"19,60"
"keskiviikko 13.7.2022 14:00";"0,00";"0,08";"19,60"
"keskiviikko 13.7.2022 15:00";"0,00";"1,74";"19,80"
"keskiviikko 13.7.2022 16:00";"0,00";"2,05";"20,30"
"keskiviikko 13.7.2022 17:00";"0,00";"1,04";"21,20"
"keskiviikko 13.7.2022 18:00";"0,00";"0,65";"22,90"
"keskiviikko 13.7.2022 19:00";"0,00";"0,08";"26,20"
"keskiviikko 13.7.2022 20:00";"0,06";"0,00";"22,10"
"keskiviikko 13.7.2022 21:00";"0,10";"0,00";"19,60"
"keskiviikko 13.7.2022 22:00";"0,19";"0,00";"18,30"
"keskiviikko 13.7.2022 23:00";"0,55";"0,00";"18,00"
"torstai 14.7.2022 00:00";"0,18";"0,00";"17,80"
"torstai 14.7.2022 01:00";"0,17";"0,00";"17,70"
"torstai 14.7.2022 02:00";"0,18";"0,00";"17,70"
"torstai 14.7.2022 03:00";"0,19";"0,00";"17,60"
"torstai 14.7.2022 04:00";"0,19";"0,00";"16,90"
"torstai 14.7.2022 05:00";"0,17";"0,00";"16,50"
"torstai 14.7.2022 06:00";"0,23";"0,00";"16,90"
"torstai 14.7.2022 07:00";"0,00";"0,41";"17,80"
"torstai 14.7.2022 08:00";"0,00";"0,67";"17,70"
"torstai 14.7.2022 09:00";"0,00";"1,56";"18,00"
"torstai 14.7.2022 10:00";"0,00";"1,57";"18,20"
"torstai 14.7.2022 11:00";"0,00";"0,99";"18,40"
"torstai 14.7.2022 12:00";"0,00";"1,14";"18,50"
"torstai 14.7.2022 13:00";"0,00";"1,15";"18,10"
"torstai 14.7.2022 14:00";"0,00";"0,87";"17,50"
"torstai 14.7.2022 15:00";"0,00";"1,66";"17,40"
"torstai 14.7.2022 16:00";"0,00";"1,36";"18,30"
"torstai 14.7.2022 17:00";"0,00";"0,99";"21,50"
"torstai 14.7.2022 18:00";"0,00";"0,56";"23,80"
"torstai 14.7.2022 19:00";"0,04";"0,00";"21,50"
"torstai 14.7.2022 20:00";"0,48";"0,00";"19,30"
"torstai 14.7.2022 21:00";"0,29";"0,00";"17,60"
"torstai 14.7.2022 22:00";"0,28";"0,00";"16,30"
"torstai 14.7.2022 23:00";"0,43";"0,00";"14,80"
"perjantai 15.7.2022 00:00";"0,38";"0,00";"13,60"
"perjantai 15.7.2022 01:00";"0,22";"0,00";"13,40"
"perjantai 15.7.2022 02:00";"0,20";"0,00";"13,20"
"perjantai 15.7.2022 03:00";"0,21";"0,00";"13,70"
"perjantai 15.7.2022 04:00";"0,20";"0,00";"13,30"
"perjantai 15.7.2022 05:00";"0,17";"0,00";"13,20"
"perjantai 15.7.2022 06:00";"0,41";"0,00";"13,60"
"perjantai 15.7.2022 07:00";"0,00";"0,21";"15,00"
"perjantai 15.7.2022 08:00";"0,00";"0,33";"15,30"
"perjantai 15.7.2022 09:00";"0,09";"0,00";"15,70"
"perjantai 15.7.2022 10:00";"0,00";"0,45";"16,50"
"perjantai 15.7.2022 11:00";"0,00";"1,12";"16,30"
"perjantai 15.7.2022 12:00";"0,00";"0,79";"16,90"
"perjantai 15.7.2022 13:00";"0,00";"0,85";"17,40"
"perjantai 15.7.2022 14:00";"0,00";"0,79";"18,40"
"perjantai 15.7.2022 15:00";"0,00";"0,69";"18,20"
"perjantai 15.7.2022 16:00";"0,00";"0,59";"17,40"
"perjantai 15.7.2022 17:00";"0,00";"0,64";"18,30"
"perjantai 15.7.2022 18:00";"0,00";"0,20";"17,00"
"perjantai 15.7.2022 19:00";"1,08";"0,00";"17,50"
"perjantai 15.7.2022 20:00";"0,19";"0,00";"15,10"
"perjantai 15.7.2022 21:00";"0,69";"0,00";"14,30"
"perjantai 15.7.2022 22:00";"0,31";"0,00";"13,60"
"perjantai 15.7.2022 23:00";"0,23";"0,00";"13,30"
"lauantai 16.7.2022 00:00";"0,19";"0,00";"13,20"
"lauantai 16.7.2022 01:00";"0,23";"0,00";"13,00"
"lauantai 16.7.2022 02:00";"0,19";"0,00";"12,50"
"lauantai 16.7.2022 03:00";"0,21";"0,00";"12,20"
"lauantai 16.7.2022 04:00";"0,21";"0,00";"12,20"
"lauantai 16.7.2022 05:00";"0,18";"0,00";"12,30"
"lauantai 16.7.2022 06:00";"0,14";"0,00";"12,60"
"lauantai 16.7.2022 07:00";"0,00";"0,09";"12,60"
"lauantai 16.7.2022 08:00";"0,60";"0,00";"13,00"
"lauantai 16.7.2022 09:00";"0,12";"0,00";"13,20"
"lauantai 16.7.2022 10:00";"0,00";"0,47";"13,80"
"lauantai 16.7.2022 11:00";"0,00";"0,34";"14,60"
"lauantai 16.7.2022 12:00";"0,27";"0,00";"14,70"
"lauantai 16.7.2022 13:00";"0,00";"0,47";"14,10"
"lauantai 16.7.2022 14:00";"0,00";"0,33";"15,00"
"lauantai 16.7.2022 15:00";"0,00";"0,71";"15,50"
"lauantai 16.7.2022 16:00";"0,00";"1,13";"15,30"
"lauantai 16.7.2022 17:00";"0,00";"0,70";"17,40"
"lauantai 16.7.2022 18:00";"0,00";"0,43";"18,10"
"lauantai 16.7.2022 19:00";"0,00";"0,18";"17,00"
"lauantai 16.7.2022 20:00";"0,54";"0,00";"15,90"
"lauantai 16.7.2022 21:00";"0,33";"0,00";"13,80"
"lauantai 16.7.2022 22:00";"0,29";"0,00";"13,50"
"lauantai 16.7.2022 23:00";"0,24";"0,00";"13,60"
"sunnuntai 17.7.2022 00:00";"0,19";"0,00";"13,80"
"sunnuntai 17.7.2022 01:00";"0,21";"0,00";"13,70"
"sunnuntai 17.7.2022 02:00";"0,20";"0,00";"13,50"
"sunnuntai 17.7.2022 03:00";"0,20";"0,00";"13,10"
"sunnuntai 17.7.2022 04:00";"0,21";"0,00";"13,10"
"sunnuntai 17.7.2022 05:00";"0,15";"0,00";"12,80"
"sunnuntai 17.7.2022 06:00";"0,03";"0,00";"13,00"
"sunnuntai 17.7.2022 07:00";"0,45";"0,00";"13,40"
"sunnuntai 17.7.2022 08:00";"0,00";"0,10";"13,80"
"sunnuntai 17.7.2022 09:00";"0,00";"0,47";"14,50"
"sunnuntai 17.7.2022 10:00";"0,00";"1,03";"14,90"
"sunnuntai 17.7.2022 11:00";"0,00";"0,27";"15,70"
"sunnuntai 17.7.2022 12:00";"0,00";"0,92";"15,20"
"sunnuntai 17.7.2022 13:00";"0,00";"0,92";"16,40"
"sunnuntai 17.7.2022 14:00";"0,00";"1,71";"15,80"
"sunnuntai 17.7.2022 15:00";"0,00";"0,59";"15,50"
"sunnuntai 17.7.2022 16:00";"0,00";"0,12";"15,20"
"sunnuntai 17.7.2022 17:00";"0,00";"0,32";"15,30"
"sunnuntai 17.7.2022 18:00";"0,00";"0,09";"14,90"
"sunnuntai 17.7.2022 19:00";"0,12";"0,00";"15,50"
"sunnuntai 17.7.2022 20:00";"0,88";"0,00";"14,90"
"sunnuntai 17.7.2022 21:00";"0,37";"0,00";"14,10"
"sunnuntai 17.7.2022 22:00";"0,27";"0,00";"12,50"
"sunnuntai 17.7.2022 23:00";"0,22";"0,00";"11,20"
"maanantai 18.7.2022 00:00";"0,20";"0,00";"10,40"
"maanantai 18.7.2022 01:00";"0,20";"0,00";"10,00"
"maanantai 18.7.2022 02:00";"0,57";"0,00";"9,40"
"maanantai 18.7.2022 03:00";"0,70";"0,00";"9,10"
"maanantai 18.7.2022 04:00";"0,71";"0,00";"9,00"
"maanantai 18.7.2022 05:00";"0,70";"0,00";"9,40"
