"Ajankohta";"Laskutettava kulutus (kWh)";"Ylijäämätuotanto (kWh)";"Ulkolämpötila (°C)"
"maanantai 18.7.2022 06:00";"0,60";"0,00";"10,40"
"maanantai 18.7.2022 07:00";"1,01";"0,00";"11,60"
"maanantai 18.7.2022 08:00";"0,63";"0,00";"13,00"
"maanantai 18.7.2022 09:00";"0,00";"1,26";"14,70"
"maanantai 18.7.2022 10:00";"0,00";"0,47";"16,00"
"maanantai 18.7.2022 11:00";"0,00";"1,09";"17,20"
"maanantai 18.7.2022 12:00";"0,00";"2,29";"17,80"
"maanantai 18.7.2022 13:00";"0,00";"2,39";"19,50"
"maanantai 18.7.2022 14:00";"0,00";"1,87";"20,80"
"maanantai 18.7.2022 15:00";"0,00";"1,33";"21,40"
"maanantai 18.7.2022 16:00";"0,00";"1,12";"22,50"
"maanantai 18.7.2022 17:00";"0,00";"0,39";"21,80"
"maanantai 18.7.2022 18:00";"0,00";"0,14";"19,40"
"maanantai 18.7.2022 19:00";"0,15";"0,00";"18,80"
"maanantai 18.7.2022 20:00";"0,74";"0,00";"18,30"
"maanantai 18.7.2022 21:00";"0,87";"0,00";"17,60"
"maanantai 18.7.2022 22:00";"0,30";"0,00";"17,00"
"maanantai 18.7.2022 23:00";"0,23";"0,00";"16,50"
"tiistai 19.7.2022 00:00";"0,23";"0,00";"16,10"
"tiistai 19.7.2022 01:00";"0,22";"0,00";"15,80"
"tiistai 19.7.2022 02:00";"0,22";"0,00";"14,80"
"tiistai 19.7.2022 03:00";"0,56";"0,00";"14,00"
"tiistai 19.7.2022 04:00";"0,22";"0,00";"13,70"
"tiistai 19.7.2022 05:00";"0,15";"0,00";"13,50"
"tiistai 19.7.2022 06:00";"0,12";"0,00";"14,00"
"tiistai 19.7.2022 07:00";"0,04";"0,00";"15,50"
"tiistai 19.7.2022 08:00";"0,00";"0,37";"17,00"
"tiistai 19.7.2022 09:00";"0,00";"0,40";"18,30"
"tiistai 19.7.2022 10:00";"0,41";"0,00";"19,60"
"tiistai 19.7.2022 11:00";"0,00";"0,11";"20,10"
"tiistai 19.7.2022 12:00";"0,00";"1,35";"20,30"
"tiistai 19.7.2022 13:00";"0,00";"1,82";"21,10"
"tiistai 19.7.2022 14:00";"0,00";"2,04";"20,20"
"tiistai 19.7.2022 15:00";"0,00";"2,07";"21,30"
"tiistai 19.7.2022 16:00";"0,00";"1,97";"23,60"
"tiistai 19.7.2022 17:00";"0,00";"1,55";"30,30"
"tiistai 19.7.2022 18:00";"0,00";"0,56";"29,70"
"tiistai 19.7.2022 19:00";"0,98";"0,00";"27,70"
"tiistai 19.7.2022 20:00";"0,62";"0,00";"22,40"
"tiistai 19.7.2022 21:00";"0,43";"0,00";"18,20"
"tiistai 19.7.2022 22:00";"0,35";"0,00";"16,70"
"tiistai 19.7.2022 23:00";"0,55";"0,00";"15,40"
"keskiviikko 20.7.2022 00:00";"0,22";"0,00";"14,10"
"keskiviikko 20.7.2022 01:00";"0,21";"0,00";"13,40"
"keskiviikko 20.7.2022 02:00";"0,21";"0,00";"13,00"
"keskiviikko 20.7.2022 03:00";"0,21";"0,00";"12,40"
"keskiviikko 20.7.2022 04:00";"0,21";"0,00";"12,30"
"keskiviikko 20.7.2022 05:00";"0,16";"0,00";"12,50"
"keskiviikko 20.7.2022 06:00";"0,07";"0,00";"13,30"
"keskiviikko 20.7.2022 07:00";"0,00";"0,14";"14,50"
"keskiviikko 20.7.2022 08:00";"0,36";"0,00";"15,80"
"keskiviikko 20.7.2022 09:00";"0,00";"0,30";"17,20"
"keskiviikko 20.7.2022 10:00";"0,00";"1,97";"18,40"
"keskiviikko 20.7.2022 11:00";"0,00";"2,33";"19,20"
"keskiviikko 20.7.2022 12:00";"0,00";"2,56";"20,30"
"keskiviikko 20.7.2022 13:00";"0,00";"2,59";"21,40"
"keskiviikko 20.7.2022 14:00";"0,00";"2,50";"22,50"
"keskiviikko 20.7.2022 15:00";"0,00";"2,02";"23,60"
"keskiviikko 20.7.2022 16:00";"0,00";"1,31";"26,10"
"keskiviikko 20.7.2022 17:00";"0,00";"0,82";"33,50"
"keskiviikko 20.7.2022 18:00";"0,00";"0,28";"35,20"
"keskiviikko 20.7.2022 19:00";"0,21";"0,00";"33,70"
"keskiviikko 20.7.2022 20:00";"2,72";"0,00";"27,30"
"keskiviikko 20.7.2022 21:00";"4,67";"0,00";"22,80"
"keskiviikko 20.7.2022 22:00";"1,13";"0,00";"20,60"
"keskiviikko 20.7.2022 23:00";"0,75";"0,00";"19,20"
"torstai 21.7.2022 00:00";"0,40";"0,00";"18,10"
"torstai 21.7.2022 01:00";"0,34";"0,00";"17,30"
"torstai 21.7.2022 02:00";"0,23";"0,00";"16,50"
"torstai 21.7.2022 03:00";"0,24";"0,00";"16,70"
"torstai 21.7.2022 04:00";"0,23";"0,00";"16,10"
"torstai 21.7.2022 05:00";"0,17";"0,00";"16,10"
"torstai 21.7.2022 06:00";"0,37";"0,00";"17,50"
"torstai 21.7.2022 07:00";"0,00";"0,26";"18,20"
"torstai 21.7.2022 08:00";"0,00";"0,36";"19,40"
"torstai 21.7.2022 09:00";"0,00";"1,10";"20,70"
"torstai 21.7.2022 10:00";"0,00";"1,86";"22,10"
"torstai 21.7.2022 11:00";"0,00";"2,16";"23,70"
"torstai 21.7.2022 12:00";"0,00";"2,32";"25,10"
"torstai 21.7.2022 13:00";"0,00";"2,26";"26,20"
"torstai 21.7.2022 14:00";"0,00";"2,53";"27,20"
"torstai 21.7.2022 15:00";"0,00";"2,34";"27,80"
"torstai 21.7.2022 16:00";"0,00";"1,99";"29,90"
"torstai 21.7.2022 17:00";"0,00";"1,49";"37,30"
"torstai 21.7.2022 18:00";"0,00";"0,64";"37,70"
"torstai 21.7.2022 19:00";"0,13";"0,00";"35,20"
"torstai 21.7.2022 20:00";"0,24";"0,00";"28,70"
"torstai 21.7.2022 21:00";"0,53";"0,00";"23,90"
"torstai 21.7.2022 22:00";"0,44";"0,00";"22,30"
"torstai 21.7.2022 23:00";"0,38";"0,00";"20,80"
"perjantai 22.7.2022 00:00";"0,33";"0,00";"20,30"
"perjantai 22.7.2022 01:00";"0,31";"0,00";"19,70"
"perjantai 22.7.2022 02:00";"0,22";"0,00";"19,50"
"perjantai 22.7.2022 03:00";"0,20";"0,00";"19,10"
"perjantai 22.7.2022 04:00";"0,39";"0,00";"18,60"
"perjantai 22.7.2022 05:00";"0,39";"0,00";"18,70"
"perjantai 22.7.2022 06:00";"0,02";"0,00";"19,20"
"perjantai 22.7.2022 07:00";"0,00";"0,30";"20,20"
"perjantai 22.7.2022 08:00";"0,00";"0,62";"21,30"
"perjantai 22.7.2022 09:00";"0,00";"1,21";"22,50"
"perjantai 22.7.2022 10:00";"0,00";"1,56";"23,50"
"perjantai 22.7.2022 11:00";"0,00";"2,07";"24,60"
"perjantai 22.7.2022 12:00";"0,00";"2,34";"25,60"
"perjantai 22.7.2022 13:00";"0,00";"2,43";"27,10"
"perjantai 22.7.2022 14:00";"0,00";"2,32";"27,00"
"perjantai 22.7.2022 15:00";"0,00";"2,08";"27,90"
"perjantai 22.7.2022 16:00";"0,00";"0,27";"30,10"
"perjantai 22.7.2022 17:00";"0,00";"0,27";"36,90"
"perjantai 22.7.2022 18:00";"0,37";"0,00";"38,10"
"perjantai 22.7.2022 19:00";"0,84";"0,00";"34,80"
"perjantai 22.7.2022 20:00";"0,91";"0,00";"28,40"
"perjantai 22.7.2022 21:00";"0,40";"0,00";"24,10"
"perjantai 22.7.2022 22:00";"0,26";"0,00";"22,70"
"perjantai 22.7.2022 23:00";"0,23";"0,00";"22,10"
"lauantai 23.7.2022 00:00";"0,22";"0,00";"21,70"
"lauantai 23.7.2022 01:00";"0,23";"0,00";"21,20"
"lauantai 23.7.2022 02:00";"0,22";"0,00";"20,50"
"lauantai 23.7.2022 03:00";"0,22";"0,00";"20,40"
"lauantai 23.7.2022 04:00";"0,22";"0,00";"20,10"
"lauantai 23.7.2022 05:00";"0,22";"0,00";"20,30"
"lauantai 23.7.2022 06:00";"0,20";"0,00";"20,40"
"lauantai 23.7.2022 07:00";"0,34";"0,00";"20,50"
"lauantai 23.7.2022 08:00";"0,22";"0,00";"20,80"
"lauantai 23.7.2022 09:00";"0,05";"0,00";"21,50"
"lauantai 23.7.2022 10:00";"0,00";"0,40";"22,20"
"lauantai 23.7.2022 11:00";"0,00";"0,80";"22,80"
"lauantai 23.7.2022 12:00";"0,00";"2,29";"23,40"
"lauantai 23.7.2022 13:00";"0,00";"2,10";"23,60"
"lauantai 23.7.2022 14:00";"0,00";"1,24";"24,00"
"lauantai 23.7.2022 15:00";"0,00";"1,15";"23,60"
"lauantai 23.7.2022 16:00";"0,00";"0,78";"23,30"
"lauantai 23.7.2022 17:00";"0,00";"0,35";"22,70"
"lauantai 23.7.2022 18:00";"0,40";"0,00";"21,50"
"lauantai 23.7.2022 19:00";"0,79";"0,00";"20,70"
"lauantai 23.7.2022 20:00";"0,99";"0,00";"19,80"
"lauantai 23.7.2022 21:00";"0,42";"0,00";"19,20"
"lauantai 23.7.2022 22:00";"0,31";"0,00";"18,80"
"lauantai 23.7.2022 23:00";"0,24";"0,00";"18,60"
"sunnuntai 24.7.2022 00:00";"0,24";"0,00";"18,20"
"sunnuntai 24.7.2022 01:00";"0,22";"0,00";"18,10"
"sunnuntai 24.7.2022 02:00";"0,23";"0,00";"17,30"
"sunnuntai 24.7.2022 03:00";"0,23";"0,00";"16,70"
"sunnuntai 24.7.2022 04:00";"0,23";"0,00";"16,30"
"sunnuntai 24.7.2022 05:00";"0,23";"0,00";"16,20"
"sunnuntai 24.7.2022 06:00";"0,25";"0,00";"16,20"
"sunnuntai 24.7.2022 07:00";"0,39";"0,00";"16,10"
"sunnuntai 24.7.2022 08:00";"0,46";"0,00";"16,10"
"sunnuntai 24.7.2022 09:00";"0,20";"0,00";"16,20"
"sunnuntai 24.7.2022 10:00";"0,06";"0,00";"17,30"
"sunnuntai 24.7.2022 11:00";"0,00";"0,16";"18,10"
"sunnuntai 24.7.2022 12:00";"0,00";"0,68";"18,70"
"sunnuntai 24.7.2022 13:00";"0,00";"0,83";"19,40"
"sunnuntai 24.7.2022 14:00";"0,00";"0,40";"20,40"
"sunnuntai 24.7.2022 15:00";"0,00";"1,07";"21,00"
"sunnuntai 24.7.2022 16:00";"0,00";"0,68";"22,80"
"sunnuntai 24.7.2022 17:00";"0,00";"0,58";"23,30"
"sunnuntai 24.7.2022 18:00";"0,00";"0,21";"26,50"
"sunnuntai 24.7.2022 19:00";"0,00";"0,00";"24,10"
"sunnuntai 24.7.2022 20:00";"0,72";"0,00";"24,90"
"sunnuntai 24.7.2022 21:00";"0,36";"0,00";"21,00"
"sunnuntai 24.7.2022 22:00";"0,41";"0,00";"19,10"
"sunnuntai 24.7.2022 23:00";"0,28";"0,00";"17,20"
"maanantai 25.7.2022 00:00";"0,22";"0,00";"16,10"
"maanantai 25.7.2022 01:00";"0,21";"0,00";"15,50"
"maanantai 25.7.2022 02:00";"0,20";"0,00";"14,70"
"maanantai 25.7.2022 03:00";"0,20";"0,00";"14,30"
"maanantai 25.7.2022 04:00";"0,21";"0,00";"13,20"
"maanantai 25.7.2022 05:00";"0,17";"0,00";"12,80"
"maanantai 25.7.2022 06:00";"0,46";"0,00";"13,40"
"maanantai 25.7.2022 07:00";"0,00";"0,12";"15,10"
"maanantai 25.7.2022 08:00";"0,00";"0,22";"16,80"
"maanantai 25.7.2022 09:00";"0,00";"1,16";"18,00"
"maanantai 25.7.2022 10:00";"0,00";"1,74";"19,60"
"maanantai 25.7.2022 11:00";"0,00";"1,39";"21,30"
"maanantai 25.7.2022 12:00";"0,00";"0,81";"21,90"
"maanantai 25.7.2022 13:00";"0,00";"1,13";"22,50"
"maanantai 25.7.2022 14:00";"0,00";"2,17";"23,00"
"maanantai 25.7.2022 15:00";"0,00";"0,54";"23,40"
"maanantai 25.7.2022 16:00";"0,00";"0,30";"22,00"
"maanantai 25.7.2022 17:00";"0,00";"0,31";"21,80"
"maanantai 25.7.2022 18:00";"0,23";"0,00";"21,40"
"maanantai 25.7.2022 19:00";"0,00";"0,01";"20,70"
"maanantai 25.7.2022 20:00";"0,28";"0,00";"20,20"
"maanantai 25.7.2022 21:00";"0,25";"0,00";"19,70"
"maanantai 25.7.2022 22:00";"0,20";"0,00";"19,20"
"maanantai 25.7.2022 23:00";"0,21";"0,00";"18,70"
"tiistai 26.7.2022 00:00";"0,19";"0,00";"18,70"
"tiistai 26.7.2022 01:00";"0,20";"0,00";"18,80"
"tiistai 26.7.2022 02:00";"0,20";"0,00";"18,80"
"tiistai 26.7.2022 03:00";"0,19";"0,00";"18,60"
"tiistai 26.7.2022 04:00";"0,20";"0,00";"18,00"
"tiistai 26.7.2022 05:00";"0,40";"0,00";"17,40"
"tiistai 26.7.2022 06:00";"0,33";"0,00";"17,80"
"tiistai 26.7.2022 07:00";"0,11";"0,00";"18,70"
"tiistai 26.7.2022 08:00";"0,00";"0,43";"19,90"
"tiistai 26.7.2022 09:00";"0,00";"0,33";"20,30"
"tiistai 26.7.2022 10:00";"0,00";"0,42";"20,20"
"tiistai 26.7.2022 11:00";"0,00";"0,06";"19,90"
"tiistai 26.7.2022 12:00";"0,09";"0,00";"19,50"
"tiistai 26.7.2022 13:00";"0,17";"0,00";"18,90"
"tiistai 26.7.2022 14:00";"0,44";"0,00";"18,50"
"tiistai 26.7.2022 15:00";"0,15";"0,00";"18,40"
"tiistai 26.7.2022 16:00";"0,69";"0,00";"18,40"
"tiistai 26.7.2022 17:00";"0,00";"0,07";"18,30"
"tiistai 26.7.2022 18:00";"0,00";"0,29";"20,30"
"tiistai 26.7.2022 19:00";"0,00";"0,10";"21,30"
"tiistai 26.7.2022 20:00";"0,21";"0,00";"19,00"
"tiistai 26.7.2022 21:00";"0,33";"0,00";"17,70"
"tiistai 26.7.2022 22:00";"0,35";"0,00";"16,80"
"tiistai 26.7.2022 23:00";"0,27";"0,00";"16,50"
"keskiviikko 27.7.2022 00:00";"1,98";"0,00";"16,90"
"keskiviikko 27.7.2022 01:00";"0,50";"0,00";"16,60"
"keskiviikko 27.7.2022 02:00";"0,24";"0,00";"15,90"
"keskiviikko 27.7.2022 03:00";"0,24";"0,00";"15,00"
"keskiviikko 27.7.2022 04:00";"0,25";"0,00";"14,60"
"keskiviikko 27.7.2022 05:00";"0,23";"0,00";"14,70"
"keskiviikko 27.7.2022 06:00";"0,13";"0,00";"15,00"
"keskiviikko 27.7.2022 07:00";"0,00";"0,07";"16,10"
"keskiviikko 27.7.2022 08:00";"0,01";"0,00";"16,60"
"keskiviikko 27.7.2022 09:00";"0,34";"0,00";"17,40"
"keskiviikko 27.7.2022 10:00";"0,11";"0,00";"18,10"
"keskiviikko 27.7.2022 11:00";"0,01";"0,00";"18,10"
"keskiviikko 27.7.2022 12:00";"0,00";"0,47";"18,90"
"keskiviikko 27.7.2022 13:00";"0,69";"0,00";"19,60"
"keskiviikko 27.7.2022 14:00";"0,46";"0,00";"18,20"
"keskiviikko 27.7.2022 15:00";"0,00";"0,74";"16,60"
"keskiviikko 27.7.2022 16:00";"0,00";"0,64";"17,60"
"keskiviikko 27.7.2022 17:00";"0,00";"0,96";"20,30"
"keskiviikko 27.7.2022 18:00";"0,00";"0,35";"21,90"
"keskiviikko 27.7.2022 19:00";"0,00";"0,15";"20,10"
"keskiviikko 27.7.2022 20:00";"0,71";"0,00";"18,20"
"keskiviikko 27.7.2022 21:00";"0,33";"0,00";"16,80"
"keskiviikko 27.7.2022 22:00";"0,32";"0,00";"15,90"
"keskiviikko 27.7.2022 23:00";"0,22";"0,00";"15,40"
"torstai 28.7.2022 00:00";"0,21";"0,00";"15,30"
"torstai 28.7.2022 01:00";"0,29";"0,00";"15,00"
"torstai 28.7.2022 02:00";"0,43";"0,00";"14,80"
"torstai 28.7.2022 03:00";"0,21";"0,00";"14,90"
"torstai 28.7.2022 04:00";"0,20";"0,00";"14,90"
"torstai 28.7.2022 05:00";"0,20";"0,00";"14,90"
"torstai 28.7.2022 06:00";"0,15";"0,00";"15,20"
"torstai 28.7.2022 07:00";"0,09";"0,00";"15,50"
"torstai 28.7.2022 08:00";"0,18";"0,00";"15,70"
"torstai 28.7.2022 09:00";"0,00";"0,29";"16,70"
"torstai 28.7.2022 10:00";"0,00";"1,53";"17,20"
"torstai 28.7.2022 11:00";"0,00";"1,80";"17,90"
"torstai 28.7.2022 12:00";"0,00";"1,44";"18,70"
"torstai 28.7.2022 13:00";"0,00";"1,32";"19,00"
"torstai 28.7.2022 14:00";"0,00";"1,86";"19,40"
"torstai 28.7.2022 15:00";"0,00";"1,70";"19,70"
"torstai 28.7.2022 16:00";"0,00";"1,56";"21,00"
"torstai 28.7.2022 17:00";"0,00";"1,19";"24,20"
"torstai 28.7.2022 18:00";"0,27";"0,00";"24,40"
"torstai 28.7.2022 19:00";"0,34";"0,00";"18,90"
"torstai 28.7.2022 20:00";"0,51";"0,00";"18,00"
"torstai 28.7.2022 21:00";"0,32";"0,00";"15,90"
"torstai 28.7.2022 22:00";"0,32";"0,00";"14,50"
"torstai 28.7.2022 23:00";"0,24";"0,00";"13,60"
"perjantai 29.7.2022 00:00";"0,21";"0,00";"13,30"
"perjantai 29.7.2022 01:00";"0,21";"0,00";"13,10"
"perjantai 29.7.2022 02:00";"0,20";"0,00";"13,30"
"perjantai 29.7.2022 03:00";"0,20";"0,00";"13,30"
"perjantai 29.7.2022 04:00";"0,20";"0,00";"13,10"
"perjantai 29.7.2022 05:00";"0,20";"0,00";"13,00"
"perjantai 29.7.2022 06:00";"0,15";"0,00";"12,90"
"perjantai 29.7.2022 07:00";"0,28";"0,00";"13,60"
"perjantai 29.7.2022 08:00";"0,00";"0,06";"14,60"
"perjantai 29.7.2022 09:00";"0,14";"0,00";"15,80"
"perjantai 29.7.2022 10:00";"0,00";"0,78";"16,50"
"perjantai 29.7.2022 11:00";"0,00";"0,16";"17,70"
"perjantai 29.7.2022 12:00";"0,00";"1,18";"18,50"
"perjantai 29.7.2022 13:00";"0,00";"0,87";"18,60"
"perjantai 29.7.2022 14:00";"0,00";"0,85";"18,50"
"perjantai 29.7.2022 15:00";"0,00";"0,08";"19,60"
"perjantai 29.7.2022 16:00";"0,00";"0,34";"18,00"
"perjantai 29.7.2022 17:00";"0,00";"0,66";"17,20"
"perjantai 29.7.2022 18:00";"0,00";"0,25";"18,90"
"perjantai 29.7.2022 19:00";"0,59";"0,00";"21,80"
"perjantai 29.7.2022 20:00";"0,89";"0,00";"20,30"
"perjantai 29.7.2022 21:00";"0,35";"0,00";"15,80"
"perjantai 29.7.2022 22:00";"0,29";"0,00";"14,10"
"perjantai 29.7.2022 23:00";"0,23";"0,00";"13,20"
"lauantai 30.7.2022 00:00";"0,20";"0,00";"12,80"
"lauantai 30.7.2022 01:00";"0,20";"0,00";"12,50"
"lauantai 30.7.2022 02:00";"0,20";"0,00";"12,10"
"lauantai 30.7.2022 03:00";"0,19";"0,00";"11,60"
"lauantai 30.7.2022 04:00";"0,19";"0,00";"11,10"
"lauantai 30.7.2022 05:00";"0,19";"0,00";"10,90"
"lauantai 30.7.2022 06:00";"0,55";"0,00";"11,60"
"lauantai 30.7.2022 07:00";"0,00";"0,06";"12,50"
"lauantai 30.7.2022 08:00";"0,00";"0,21";"13,60"
"lauantai 30.7.2022 09:00";"0,00";"0,84";"14,80"
"lauantai 30.7.2022 10:00";"0,00";"1,33";"16,00"
"lauantai 30.7.2022 11:00";"0,00";"1,98";"17,30"
"lauantai 30.7.2022 12:00";"0,00";"1,80";"18,40"
"lauantai 30.7.2022 13:00";"0,00";"0,33";"18,10"
"lauantai 30.7.2022 14:00";"0,00";"2,02";"18,20"
"lauantai 30.7.2022 15:00";"0,00";"0,97";"18,40"
"lauantai 30.7.2022 16:00";"0,00";"1,81";"21,00"
"lauantai 30.7.2022 17:00";"0,00";"1,03";"25,20"
"lauantai 30.7.2022 18:00";"0,00";"0,39";"28,50"
"lauantai 30.7.2022 19:00";"0,22";"0,00";"29,70"
"lauantai 30.7.2022 20:00";"0,67";"0,00";"22,60"
"lauantai 30.7.2022 21:00";"0,46";"0,00";"17,50"
"lauantai 30.7.2022 22:00";"0,30";"0,00";"15,30"
"lauantai 30.7.2022 23:00";"0,22";"0,00";"14,20"
"sunnuntai 31.7.2022 00:00";"0,21";"0,00";"13,70"
"sunnuntai 31.7.2022 01:00";"0,20";"0,00";"13,10"
"sunnuntai 31.7.2022 02:00";"0,20";"0,00";"13,30"
"sunnuntai 31.7.2022 03:00";"0,20";"0,00";"12,60"
"sunnuntai 31.7.2022 04:00";"0,20";"0,00";"11,60"
"sunnuntai 31.7.2022 05:00";"0,16";"0,00";"11,60"
"sunnuntai 31.7.2022 06:00";"0,29";"0,00";"13,40"
"sunnuntai 31.7.2022 07:00";"0,27";"0,00";"14,80"
"sunnuntai 31.7.2022 08:00";"0,00";"0,22";"16,90"
"sunnuntai 31.7.2022 09:00";"0,00";"0,00";"18,50"
"sunnuntai 31.7.2022 10:00";"0,00";"0,37";"19,30"
"sunnuntai 31.7.2022 11:00";"0,00";"1,61";"20,40"
"sunnuntai 31.7.2022 12:00";"0,00";"1,58";"21,70"
"sunnuntai 31.7.2022 13:00";"0,00";"2,06";"22,80"
"sunnuntai 31.7.2022 14:00";"0,00";"2,30";"23,80"
"sunnuntai 31.7.2022 15:00";"0,00";"1,97";"24,40"
"sunnuntai 31.7.2022 16:00";"0,00";"1,57";"26,00"
"sunnuntai 31.7.2022 17:00";"0,00";"1,05";"34,70"
"sunnuntai 31.7.2022 18:00";"0,05";"0,00";"36,30"
"sunnuntai 31.7.2022 19:00";"0,94";"0,00";"34,00"
"sunnuntai 31.7.2022 20:00";"1,04";"0,00";"25,20"
"sunnuntai 31.7.2022 21:00";"0,31";"0,00";"20,80"
"sunnuntai 31.7.2022 22:00";"0,22";"0,00";"18,70"
"sunnuntai 31.7.2022 23:00";"0,23";"0,00";"17,70"
