"Ajankohta";"Laskutettava kulutus (kWh)";"Ylijäämätuotanto (kWh)";"Ulkolämpötila (°C)"
"perjantai 11.3.2022 22:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"-1,70"
"perjantai 11.3.2022 23:00";"1,30";"Ei kulutustietoja tällä ajanjaksolla.";"-1,30"
"lauantai 12.3.2022 00:00";"1,15";"Ei kulutustietoja tällä ajanjaksolla.";"-2,40"
"lauantai 12.3.2022 01:00";"1,25";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
"lauantai 12.3.2022 02:00";"3,69";"Ei kulutustietoja tällä ajanjaksolla.";"-3,60"
"lauantai 12.3.2022 03:00";"1,26";"Ei kulutustietoja tällä ajanjaksolla.";"-4,10"
"lauantai 12.3.2022 04:00";"2,40";"Ei kulutustietoja tällä ajanjaksolla.";"-4,50"
"lauantai 12.3.2022 05:00";"3,86";"Ei kulutustietoja tällä ajanjaksolla.";"-4,70"
"lauantai 12.3.2022 06:00";"1,54";"Ei kulutustietoja tällä ajanjaksolla.";"-5,10"
"lauantai 12.3.2022 07:00";"1,50";"Ei kulutustietoja tällä ajanjaksolla.";"-4,90"
"lauantai 12.3.2022 08:00";"5,13";"Ei kulutustietoja tällä ajanjaksolla.";"-3,80"
"lauantai 12.3.2022 09:00";"2,58";"Ei kulutustietoja tällä ajanjaksolla.";"-2,10"
"lauantai 12.3.2022 10:00";"1,58";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"lauantai 12.3.2022 11:00";"1,25";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"lauantai 12.3.2022 12:00";"1,23";"Ei kulutustietoja tällä ajanjaksolla.";"3,40"
"lauantai 12.3.2022 13:00";"1,41";"Ei kulutustietoja tällä ajanjaksolla.";"4,40"
"lauantai 12.3.2022 14:00";"0,94";"Ei kulutustietoja tällä ajanjaksolla.";"5,30"
"lauantai 12.3.2022 15:00";"0,92";"Ei kulutustietoja tällä ajanjaksolla.";"5,20"
"lauantai 12.3.2022 16:00";"1,52";"Ei kulutustietoja tällä ajanjaksolla.";"4,30"
"lauantai 12.3.2022 17:00";"1,39";"Ei kulutustietoja tällä ajanjaksolla.";"3,10"
"lauantai 12.3.2022 18:00";"1,16";"Ei kulutustietoja tällä ajanjaksolla.";"0,80"
"lauantai 12.3.2022 19:00";"1,28";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"lauantai 12.3.2022 20:00";"1,45";"Ei kulutustietoja tällä ajanjaksolla.";"-1,30"
"lauantai 12.3.2022 21:00";"2,37";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"lauantai 12.3.2022 22:00";"1,33";"Ei kulutustietoja tällä ajanjaksolla.";"-2,80"
"lauantai 12.3.2022 23:00";"1,54";"Ei kulutustietoja tällä ajanjaksolla.";"-3,40"
"sunnuntai 13.3.2022 00:00";"1,33";"Ei kulutustietoja tällä ajanjaksolla.";"-4,10"
"sunnuntai 13.3.2022 01:00";"3,24";"Ei kulutustietoja tällä ajanjaksolla.";"-4,70"
"sunnuntai 13.3.2022 02:00";"2,62";"Ei kulutustietoja tällä ajanjaksolla.";"-5,00"
"sunnuntai 13.3.2022 03:00";"1,88";"Ei kulutustietoja tällä ajanjaksolla.";"-5,40"
"sunnuntai 13.3.2022 04:00";"1,45";"Ei kulutustietoja tällä ajanjaksolla.";"-5,70"
"sunnuntai 13.3.2022 05:00";"3,06";"Ei kulutustietoja tällä ajanjaksolla.";"-5,90"
"sunnuntai 13.3.2022 06:00";"3,38";"Ei kulutustietoja tällä ajanjaksolla.";"-6,00"
"sunnuntai 13.3.2022 07:00";"2,45";"Ei kulutustietoja tällä ajanjaksolla.";"-5,60"
"sunnuntai 13.3.2022 08:00";"5,10";"Ei kulutustietoja tällä ajanjaksolla.";"-4,40"
"sunnuntai 13.3.2022 09:00";"2,00";"Ei kulutustietoja tällä ajanjaksolla.";"-2,50"
"sunnuntai 13.3.2022 10:00";"0,84";"Ei kulutustietoja tällä ajanjaksolla.";"-0,70"
"sunnuntai 13.3.2022 11:00";"3,14";"Ei kulutustietoja tällä ajanjaksolla.";"1,60"
"sunnuntai 13.3.2022 12:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"4,00"
"sunnuntai 13.3.2022 13:00";"1,51";"Ei kulutustietoja tällä ajanjaksolla.";"6,00"
"sunnuntai 13.3.2022 14:00";"0,87";"Ei kulutustietoja tällä ajanjaksolla.";"6,80"
"sunnuntai 13.3.2022 15:00";"1,06";"Ei kulutustietoja tällä ajanjaksolla.";"6,70"
"sunnuntai 13.3.2022 16:00";"0,95";"Ei kulutustietoja tällä ajanjaksolla.";"6,20"
"sunnuntai 13.3.2022 17:00";"4,94";"Ei kulutustietoja tällä ajanjaksolla.";"4,30"
"sunnuntai 13.3.2022 18:00";"5,46";"Ei kulutustietoja tällä ajanjaksolla.";"1,90"
"sunnuntai 13.3.2022 19:00";"4,65";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"sunnuntai 13.3.2022 20:00";"1,67";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"sunnuntai 13.3.2022 21:00";"1,48";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"sunnuntai 13.3.2022 22:00";"1,30";"Ei kulutustietoja tällä ajanjaksolla.";"-1,10"
"sunnuntai 13.3.2022 23:00";"1,39";"Ei kulutustietoja tällä ajanjaksolla.";"-1,90"
"maanantai 14.3.2022 00:00";"1,92";"Ei kulutustietoja tällä ajanjaksolla.";"-3,20"
"maanantai 14.3.2022 01:00";"1,54";"Ei kulutustietoja tällä ajanjaksolla.";"-3,60"
"maanantai 14.3.2022 02:00";"1,71";"Ei kulutustietoja tällä ajanjaksolla.";"-4,00"
"maanantai 14.3.2022 03:00";"3,66";"Ei kulutustietoja tällä ajanjaksolla.";"-4,40"
"maanantai 14.3.2022 04:00";"1,51";"Ei kulutustietoja tällä ajanjaksolla.";"-4,80"
"maanantai 14.3.2022 05:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"-5,10"
"maanantai 14.3.2022 06:00";"4,02";"Ei kulutustietoja tällä ajanjaksolla.";"-5,50"
"maanantai 14.3.2022 07:00";"2,41";"Ei kulutustietoja tällä ajanjaksolla.";"-5,40"
"maanantai 14.3.2022 08:00";"3,50";"Ei kulutustietoja tällä ajanjaksolla.";"-3,90"
"maanantai 14.3.2022 09:00";"2,19";"Ei kulutustietoja tällä ajanjaksolla.";"-1,60"
"maanantai 14.3.2022 10:00";"1,93";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"maanantai 14.3.2022 11:00";"1,97";"Ei kulutustietoja tällä ajanjaksolla.";"3,30"
"maanantai 14.3.2022 12:00";"0,98";"Ei kulutustietoja tällä ajanjaksolla.";"5,50"
"maanantai 14.3.2022 13:00";"0,33";"Ei kulutustietoja tällä ajanjaksolla.";"6,50"
"maanantai 14.3.2022 14:00";"0,51";"Ei kulutustietoja tällä ajanjaksolla.";"7,40"
"maanantai 14.3.2022 15:00";"0,32";"Ei kulutustietoja tällä ajanjaksolla.";"6,90"
"maanantai 14.3.2022 16:00";"1,05";"Ei kulutustietoja tällä ajanjaksolla.";"6,00"
"maanantai 14.3.2022 17:00";"1,17";"Ei kulutustietoja tällä ajanjaksolla.";"4,10"
"maanantai 14.3.2022 18:00";"0,89";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"maanantai 14.3.2022 19:00";"1,13";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"maanantai 14.3.2022 20:00";"2,68";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"maanantai 14.3.2022 21:00";"1,97";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"maanantai 14.3.2022 22:00";"1,27";"Ei kulutustietoja tällä ajanjaksolla.";"-2,10"
"maanantai 14.3.2022 23:00";"1,51";"Ei kulutustietoja tällä ajanjaksolla.";"-3,40"
"tiistai 15.3.2022 00:00";"1,28";"Ei kulutustietoja tällä ajanjaksolla.";"-3,80"
"tiistai 15.3.2022 01:00";"3,91";"Ei kulutustietoja tällä ajanjaksolla.";"-4,10"
"tiistai 15.3.2022 02:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"-4,40"
"tiistai 15.3.2022 03:00";"1,33";"Ei kulutustietoja tällä ajanjaksolla.";"-4,50"
"tiistai 15.3.2022 04:00";"4,58";"Ei kulutustietoja tällä ajanjaksolla.";"-4,70"
"tiistai 15.3.2022 05:00";"2,58";"Ei kulutustietoja tällä ajanjaksolla.";"-4,90"
"tiistai 15.3.2022 06:00";"1,92";"Ei kulutustietoja tällä ajanjaksolla.";"-5,40"
"tiistai 15.3.2022 07:00";"4,09";"Ei kulutustietoja tällä ajanjaksolla.";"-5,10"
"tiistai 15.3.2022 08:00";"2,86";"Ei kulutustietoja tällä ajanjaksolla.";"-3,90"
"tiistai 15.3.2022 09:00";"1,85";"Ei kulutustietoja tällä ajanjaksolla.";"-2,00"
"tiistai 15.3.2022 10:00";"1,20";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"tiistai 15.3.2022 11:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"2,60"
"tiistai 15.3.2022 12:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"5,20"
"tiistai 15.3.2022 13:00";"0,68";"Ei kulutustietoja tällä ajanjaksolla.";"6,10"
"tiistai 15.3.2022 14:00";"0,48";"Ei kulutustietoja tällä ajanjaksolla.";"6,90"
"tiistai 15.3.2022 15:00";"0,50";"Ei kulutustietoja tällä ajanjaksolla.";"6,90"
"tiistai 15.3.2022 16:00";"1,41";"Ei kulutustietoja tällä ajanjaksolla.";"6,60"
"tiistai 15.3.2022 17:00";"1,96";"Ei kulutustietoja tällä ajanjaksolla.";"5,10"
"tiistai 15.3.2022 18:00";"1,04";"Ei kulutustietoja tällä ajanjaksolla.";"2,40"
"tiistai 15.3.2022 19:00";"0,90";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"tiistai 15.3.2022 20:00";"1,57";"Ei kulutustietoja tällä ajanjaksolla.";"-0,90"
"tiistai 15.3.2022 21:00";"1,42";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
"tiistai 15.3.2022 22:00";"1,44";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"tiistai 15.3.2022 23:00";"2,76";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"keskiviikko 16.3.2022 00:00";"1,17";"Ei kulutustietoja tällä ajanjaksolla.";"-2,20"
"keskiviikko 16.3.2022 01:00";"1,32";"Ei kulutustietoja tällä ajanjaksolla.";"-3,10"
"keskiviikko 16.3.2022 02:00";"3,47";"Ei kulutustietoja tällä ajanjaksolla.";"-3,50"
"keskiviikko 16.3.2022 03:00";"2,05";"Ei kulutustietoja tällä ajanjaksolla.";"-3,80"
"keskiviikko 16.3.2022 04:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"-4,10"
"keskiviikko 16.3.2022 05:00";"4,25";"Ei kulutustietoja tällä ajanjaksolla.";"-4,30"
"keskiviikko 16.3.2022 06:00";"1,90";"Ei kulutustietoja tällä ajanjaksolla.";"-4,40"
"keskiviikko 16.3.2022 07:00";"2,75";"Ei kulutustietoja tällä ajanjaksolla.";"-4,00"
"keskiviikko 16.3.2022 08:00";"4,30";"Ei kulutustietoja tällä ajanjaksolla.";"-2,70"
"keskiviikko 16.3.2022 09:00";"1,62";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"keskiviikko 16.3.2022 10:00";"1,63";"Ei kulutustietoja tällä ajanjaksolla.";"1,60"
"keskiviikko 16.3.2022 11:00";"1,40";"Ei kulutustietoja tällä ajanjaksolla.";"3,90"
"keskiviikko 16.3.2022 12:00";"0,62";"Ei kulutustietoja tällä ajanjaksolla.";"5,90"
"keskiviikko 16.3.2022 13:00";"0,53";"Ei kulutustietoja tällä ajanjaksolla.";"7,00"
"keskiviikko 16.3.2022 14:00";"0,99";"Ei kulutustietoja tällä ajanjaksolla.";"7,60"
"keskiviikko 16.3.2022 15:00";"2,11";"Ei kulutustietoja tällä ajanjaksolla.";"7,70"
"keskiviikko 16.3.2022 16:00";"1,52";"Ei kulutustietoja tällä ajanjaksolla.";"7,80"
"keskiviikko 16.3.2022 17:00";"1,20";"Ei kulutustietoja tällä ajanjaksolla.";"5,60"
"keskiviikko 16.3.2022 18:00";"0,56";"Ei kulutustietoja tällä ajanjaksolla.";"2,70"
"keskiviikko 16.3.2022 19:00";"2,35";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"keskiviikko 16.3.2022 20:00";"1,95";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"keskiviikko 16.3.2022 21:00";"1,68";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"keskiviikko 16.3.2022 22:00";"1,50";"Ei kulutustietoja tällä ajanjaksolla.";"-1,70"
"keskiviikko 16.3.2022 23:00";"1,12";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
"torstai 17.3.2022 00:00";"4,63";"Ei kulutustietoja tällä ajanjaksolla.";"-1,90"
"torstai 17.3.2022 01:00";"2,17";"Ei kulutustietoja tällä ajanjaksolla.";"-2,70"
"torstai 17.3.2022 02:00";"1,80";"Ei kulutustietoja tällä ajanjaksolla.";"-3,00"
"torstai 17.3.2022 03:00";"1,27";"Ei kulutustietoja tällä ajanjaksolla.";"-3,50"
"torstai 17.3.2022 04:00";"2,12";"Ei kulutustietoja tällä ajanjaksolla.";"-3,80"
"torstai 17.3.2022 05:00";"3,68";"Ei kulutustietoja tällä ajanjaksolla.";"-3,80"
"torstai 17.3.2022 06:00";"1,42";"Ei kulutustietoja tällä ajanjaksolla.";"-3,70"
"torstai 17.3.2022 07:00";"3,88";"Ei kulutustietoja tällä ajanjaksolla.";"-3,20"
"torstai 17.3.2022 08:00";"1,89";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"torstai 17.3.2022 09:00";"1,08";"Ei kulutustietoja tällä ajanjaksolla.";"1,10"
"torstai 17.3.2022 10:00";"1,33";"Ei kulutustietoja tällä ajanjaksolla.";"3,30"
"torstai 17.3.2022 11:00";"1,94";"Ei kulutustietoja tällä ajanjaksolla.";"5,70"
"torstai 17.3.2022 12:00";"0,86";"Ei kulutustietoja tällä ajanjaksolla.";"6,90"
"torstai 17.3.2022 13:00";"0,54";"Ei kulutustietoja tällä ajanjaksolla.";"7,60"
"torstai 17.3.2022 14:00";"0,49";"Ei kulutustietoja tällä ajanjaksolla.";"7,80"
"torstai 17.3.2022 15:00";"1,32";"Ei kulutustietoja tällä ajanjaksolla.";"7,70"
"torstai 17.3.2022 16:00";"1,69";"Ei kulutustietoja tällä ajanjaksolla.";"7,20"
"torstai 17.3.2022 17:00";"0,52";"Ei kulutustietoja tällä ajanjaksolla.";"5,50"
"torstai 17.3.2022 18:00";"1,17";"Ei kulutustietoja tällä ajanjaksolla.";"3,90"
"torstai 17.3.2022 19:00";"1,23";"Ei kulutustietoja tällä ajanjaksolla.";"2,90"
"torstai 17.3.2022 20:00";"0,85";"Ei kulutustietoja tällä ajanjaksolla.";"1,90"
"torstai 17.3.2022 21:00";"1,25";"Ei kulutustietoja tällä ajanjaksolla.";"1,70"
"torstai 17.3.2022 22:00";"1,03";"Ei kulutustietoja tällä ajanjaksolla.";"1,00"
"torstai 17.3.2022 23:00";"1,04";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"perjantai 18.3.2022 00:00";"1,06";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"perjantai 18.3.2022 01:00";"1,08";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"perjantai 18.3.2022 02:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"perjantai 18.3.2022 03:00";"1,24";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"perjantai 18.3.2022 04:00";"1,18";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"perjantai 18.3.2022 05:00";"3,31";"Ei kulutustietoja tällä ajanjaksolla.";"-0,10"
"perjantai 18.3.2022 06:00";"1,02";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"perjantai 18.3.2022 07:00";"2,55";"Ei kulutustietoja tällä ajanjaksolla.";"1,00"
"perjantai 18.3.2022 08:00";"2,45";"Ei kulutustietoja tällä ajanjaksolla.";"2,60"
"perjantai 18.3.2022 09:00";"0,99";"Ei kulutustietoja tällä ajanjaksolla.";"3,20"
"perjantai 18.3.2022 10:00";"1,15";"Ei kulutustietoja tällä ajanjaksolla.";"3,90"
"perjantai 18.3.2022 11:00";"1,89";"Ei kulutustietoja tällä ajanjaksolla.";"3,30"
"perjantai 18.3.2022 12:00";"1,30";"Ei kulutustietoja tällä ajanjaksolla.";"3,00"
"perjantai 18.3.2022 13:00";"0,76";"Ei kulutustietoja tällä ajanjaksolla.";"2,70"
"perjantai 18.3.2022 14:00";"1,17";"Ei kulutustietoja tällä ajanjaksolla.";"2,80"
"perjantai 18.3.2022 15:00";"1,58";"Ei kulutustietoja tällä ajanjaksolla.";"3,40"
"perjantai 18.3.2022 16:00";"2,20";"Ei kulutustietoja tällä ajanjaksolla.";"3,50"
"perjantai 18.3.2022 17:00";"1,58";"Ei kulutustietoja tällä ajanjaksolla.";"3,00"
"perjantai 18.3.2022 18:00";"1,44";"Ei kulutustietoja tällä ajanjaksolla.";"2,60"
"perjantai 18.3.2022 19:00";"1,60";"Ei kulutustietoja tällä ajanjaksolla.";"2,30"
"perjantai 18.3.2022 20:00";"3,18";"Ei kulutustietoja tällä ajanjaksolla.";"2,10"
"perjantai 18.3.2022 21:00";"1,62";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"perjantai 18.3.2022 22:00";"1,53";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"perjantai 18.3.2022 23:00";"1,44";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"lauantai 19.3.2022 00:00";"1,21";"Ei kulutustietoja tällä ajanjaksolla.";"1,90"
"lauantai 19.3.2022 01:00";"1,03";"Ei kulutustietoja tällä ajanjaksolla.";"1,90"
"lauantai 19.3.2022 02:00";"0,93";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"lauantai 19.3.2022 03:00";"1,11";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"lauantai 19.3.2022 04:00";"1,15";"Ei kulutustietoja tällä ajanjaksolla.";"1,10"
"lauantai 19.3.2022 05:00";"1,13";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"lauantai 19.3.2022 06:00";"1,21";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"lauantai 19.3.2022 07:00";"1,23";"Ei kulutustietoja tällä ajanjaksolla.";"0,20"
"lauantai 19.3.2022 08:00";"2,89";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"lauantai 19.3.2022 09:00";"2,44";"Ei kulutustietoja tällä ajanjaksolla.";"0,90"
"lauantai 19.3.2022 10:00";"1,83";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"lauantai 19.3.2022 11:00";"1,20";"Ei kulutustietoja tällä ajanjaksolla.";"3,70"
"lauantai 19.3.2022 12:00";"1,05";"Ei kulutustietoja tällä ajanjaksolla.";"5,30"
"lauantai 19.3.2022 13:00";"0,49";"Ei kulutustietoja tällä ajanjaksolla.";"6,40"
"lauantai 19.3.2022 14:00";"0,74";"Ei kulutustietoja tällä ajanjaksolla.";"7,20"
"lauantai 19.3.2022 15:00";"1,09";"Ei kulutustietoja tällä ajanjaksolla.";"7,30"
"lauantai 19.3.2022 16:00";"1,57";"Ei kulutustietoja tällä ajanjaksolla.";"8,00"
"lauantai 19.3.2022 17:00";"0,69";"Ei kulutustietoja tällä ajanjaksolla.";"6,00"
"lauantai 19.3.2022 18:00";"1,38";"Ei kulutustietoja tällä ajanjaksolla.";"3,70"
"lauantai 19.3.2022 19:00";"1,55";"Ei kulutustietoja tällä ajanjaksolla.";"2,40"
"lauantai 19.3.2022 20:00";"1,00";"Ei kulutustietoja tällä ajanjaksolla.";"2,00"
"lauantai 19.3.2022 21:00";"1,31";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"lauantai 19.3.2022 22:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"0,90"
"lauantai 19.3.2022 23:00";"1,23";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"sunnuntai 20.3.2022 00:00";"1,76";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"sunnuntai 20.3.2022 01:00";"1,22";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"sunnuntai 20.3.2022 02:00";"1,90";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"sunnuntai 20.3.2022 03:00";"3,96";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"sunnuntai 20.3.2022 04:00";"1,90";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"sunnuntai 20.3.2022 05:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"-1,30"
"sunnuntai 20.3.2022 06:00";"1,25";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"sunnuntai 20.3.2022 07:00";"2,47";"Ei kulutustietoja tällä ajanjaksolla.";"-1,00"
"sunnuntai 20.3.2022 08:00";"4,40";"Ei kulutustietoja tällä ajanjaksolla.";"1,20"
"sunnuntai 20.3.2022 09:00";"2,04";"Ei kulutustietoja tällä ajanjaksolla.";"4,20"
"sunnuntai 20.3.2022 10:00";"1,82";"Ei kulutustietoja tällä ajanjaksolla.";"6,00"
"sunnuntai 20.3.2022 11:00";"0,78";"Ei kulutustietoja tällä ajanjaksolla.";"7,80"
"sunnuntai 20.3.2022 12:00";"0,57";"Ei kulutustietoja tällä ajanjaksolla.";"9,00"
"sunnuntai 20.3.2022 13:00";"2,32";"Ei kulutustietoja tällä ajanjaksolla.";"9,70"
"sunnuntai 20.3.2022 14:00";"0,83";"Ei kulutustietoja tällä ajanjaksolla.";"10,80"
"sunnuntai 20.3.2022 15:00";"0,59";"Ei kulutustietoja tällä ajanjaksolla.";"10,50"
"sunnuntai 20.3.2022 16:00";"0,87";"Ei kulutustietoja tällä ajanjaksolla.";"11,70"
"sunnuntai 20.3.2022 17:00";"4,62";"Ei kulutustietoja tällä ajanjaksolla.";"9,00"
"sunnuntai 20.3.2022 18:00";"4,56";"Ei kulutustietoja tällä ajanjaksolla.";"6,10"
"sunnuntai 20.3.2022 19:00";"3,72";"Ei kulutustietoja tällä ajanjaksolla.";"4,10"
"sunnuntai 20.3.2022 20:00";"1,45";"Ei kulutustietoja tällä ajanjaksolla.";"2,40"
"sunnuntai 20.3.2022 21:00";"0,92";"Ei kulutustietoja tällä ajanjaksolla.";"1,30"
"sunnuntai 20.3.2022 22:00";"1,35";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"sunnuntai 20.3.2022 23:00";"1,31";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"maanantai 21.3.2022 00:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"maanantai 21.3.2022 01:00";"1,22";"Ei kulutustietoja tällä ajanjaksolla.";"-1,00"
"maanantai 21.3.2022 02:00";"1,22";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"maanantai 21.3.2022 03:00";"1,32";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"maanantai 21.3.2022 04:00";"3,25";"Ei kulutustietoja tällä ajanjaksolla.";"-2,10"
"maanantai 21.3.2022 05:00";"2,13";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"maanantai 21.3.2022 06:00";"1,24";"Ei kulutustietoja tällä ajanjaksolla.";"-2,40"
"maanantai 21.3.2022 07:00";"2,18";"Ei kulutustietoja tällä ajanjaksolla.";"-2,10"
"maanantai 21.3.2022 08:00";"4,47";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"maanantai 21.3.2022 09:00";"1,61";"Ei kulutustietoja tällä ajanjaksolla.";"2,50"
"maanantai 21.3.2022 10:00";"1,34";"Ei kulutustietoja tällä ajanjaksolla.";"4,90"
"maanantai 21.3.2022 11:00";"0,50";"Ei kulutustietoja tällä ajanjaksolla.";"6,60"
"maanantai 21.3.2022 12:00";"0,92";"Ei kulutustietoja tällä ajanjaksolla.";"7,70"
"maanantai 21.3.2022 13:00";"0,72";"Ei kulutustietoja tällä ajanjaksolla.";"8,20"
"maanantai 21.3.2022 14:00";"0,58";"Ei kulutustietoja tällä ajanjaksolla.";"8,50"
"maanantai 21.3.2022 15:00";"1,22";"Ei kulutustietoja tällä ajanjaksolla.";"8,70"
"maanantai 21.3.2022 16:00";"1,11";"Ei kulutustietoja tällä ajanjaksolla.";"10,60"
"maanantai 21.3.2022 17:00";"0,57";"Ei kulutustietoja tällä ajanjaksolla.";"7,60"
"maanantai 21.3.2022 18:00";"1,32";"Ei kulutustietoja tällä ajanjaksolla.";"4,30"
"maanantai 21.3.2022 19:00";"1,49";"Ei kulutustietoja tällä ajanjaksolla.";"2,70"
"maanantai 21.3.2022 20:00";"0,95";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"maanantai 21.3.2022 21:00";"1,18";"Ei kulutustietoja tällä ajanjaksolla.";"0,80"
"maanantai 21.3.2022 22:00";"1,28";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"maanantai 21.3.2022 23:00";"1,13";"Ei kulutustietoja tällä ajanjaksolla.";"-0,10"
"tiistai 22.3.2022 00:00";"1,64";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"tiistai 22.3.2022 01:00";"1,30";"Ei kulutustietoja tällä ajanjaksolla.";"-1,10"
"tiistai 22.3.2022 02:00";"2,78";"Ei kulutustietoja tällä ajanjaksolla.";"-1,90"
"tiistai 22.3.2022 03:00";"3,47";"Ei kulutustietoja tällä ajanjaksolla.";"-1,70"
"tiistai 22.3.2022 04:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"-2,80"
"tiistai 22.3.2022 05:00";"2,03";"Ei kulutustietoja tällä ajanjaksolla.";"-3,10"
"tiistai 22.3.2022 06:00";"4,27";"Ei kulutustietoja tällä ajanjaksolla.";"-3,30"
"tiistai 22.3.2022 07:00";"2,45";"Ei kulutustietoja tällä ajanjaksolla.";"-2,60"
"tiistai 22.3.2022 08:00";"3,26";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"tiistai 22.3.2022 09:00";"1,60";"Ei kulutustietoja tällä ajanjaksolla.";"1,60"
"tiistai 22.3.2022 10:00";"1,12";"Ei kulutustietoja tällä ajanjaksolla.";"3,70"
"tiistai 22.3.2022 11:00";"0,91";"Ei kulutustietoja tällä ajanjaksolla.";"5,50"
"tiistai 22.3.2022 12:00";"1,11";"Ei kulutustietoja tällä ajanjaksolla.";"6,60"
"tiistai 22.3.2022 13:00";"1,78";"Ei kulutustietoja tällä ajanjaksolla.";"6,90"
"tiistai 22.3.2022 14:00";"0,78";"Ei kulutustietoja tällä ajanjaksolla.";"7,10"
"tiistai 22.3.2022 15:00";"0,64";"Ei kulutustietoja tällä ajanjaksolla.";"7,40"
"tiistai 22.3.2022 16:00";"1,39";"Ei kulutustietoja tällä ajanjaksolla.";"9,10"
"tiistai 22.3.2022 17:00";"0,72";"Ei kulutustietoja tällä ajanjaksolla.";"6,50"
"tiistai 22.3.2022 18:00";"1,15";"Ei kulutustietoja tällä ajanjaksolla.";"3,90"
"tiistai 22.3.2022 19:00";"1,15";"Ei kulutustietoja tällä ajanjaksolla.";"2,20"
"tiistai 22.3.2022 20:00";"3,25";"Ei kulutustietoja tällä ajanjaksolla.";"1,70"
