"Ajankohta";"Laskutettava kulutus (kWh)";"Ylijäämätuotanto (kWh)";"Ulkolämpötila (°C)"
"maanantai 7.3.2022 03:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"maanantai 7.3.2022 04:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"-0,10"
"maanantai 7.3.2022 05:00";"1,15";"Ei kulutustietoja tällä ajanjaksolla.";"-0,10"
"maanantai 7.3.2022 06:00";"1,15";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"maanantai 7.3.2022 07:00";"3,34";"Ei kulutustietoja tällä ajanjaksolla.";"-0,20"
"maanantai 7.3.2022 08:00";"1,62";"Ei kulutustietoja tällä ajanjaksolla.";"-0,10"
"maanantai 7.3.2022 09:00";"1,31";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"maanantai 7.3.2022 10:00";"1,29";"Ei kulutustietoja tällä ajanjaksolla.";"0,80"
"maanantai 7.3.2022 11:00";"0,90";"Ei kulutustietoja tällä ajanjaksolla.";"1,20"
"maanantai 7.3.2022 12:00";"0,77";"Ei kulutustietoja tällä ajanjaksolla.";"1,70"
"maanantai 7.3.2022 13:00";"0,99";"Ei kulutustietoja tällä ajanjaksolla.";"2,10"
"maanantai 7.3.2022 14:00";"0,99";"Ei kulutustietoja tällä ajanjaksolla.";"2,50"
"maanantai 7.3.2022 15:00";"2,10";"Ei kulutustietoja tällä ajanjaksolla.";"2,20"
"maanantai 7.3.2022 16:00";"3,68";"Ei kulutustietoja tällä ajanjaksolla.";"1,60"
"maanantai 7.3.2022 17:00";"2,03";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"maanantai 7.3.2022 18:00";"0,95";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"maanantai 7.3.2022 19:00";"3,10";"Ei kulutustietoja tällä ajanjaksolla.";"-1,30"
"maanantai 7.3.2022 20:00";"1,50";"Ei kulutustietoja tällä ajanjaksolla.";"-1,10"
"maanantai 7.3.2022 21:00";"1,42";"Ei kulutustietoja tällä ajanjaksolla.";"-1,30"
"maanantai 7.3.2022 22:00";"1,26";"Ei kulutustietoja tällä ajanjaksolla.";"-1,30"
"maanantai 7.3.2022 23:00";"1,26";"Ei kulutustietoja tällä ajanjaksolla.";"-1,00"
"tiistai 8.3.2022 00:00";"0,99";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"tiistai 8.3.2022 01:00";"1,11";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"tiistai 8.3.2022 02:00";"1,16";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"tiistai 8.3.2022 03:00";"1,15";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
"tiistai 8.3.2022 04:00";"1,16";"Ei kulutustietoja tällä ajanjaksolla.";"-1,60"
"tiistai 8.3.2022 05:00";"1,15";"Ei kulutustietoja tällä ajanjaksolla.";"-1,30"
"tiistai 8.3.2022 06:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"tiistai 8.3.2022 07:00";"2,47";"Ei kulutustietoja tällä ajanjaksolla.";"-0,90"
"tiistai 8.3.2022 08:00";"2,73";"Ei kulutustietoja tällä ajanjaksolla.";"-0,20"
"tiistai 8.3.2022 09:00";"1,59";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"tiistai 8.3.2022 10:00";"1,26";"Ei kulutustietoja tällä ajanjaksolla.";"1,60"
"tiistai 8.3.2022 11:00";"1,33";"Ei kulutustietoja tällä ajanjaksolla.";"3,20"
"tiistai 8.3.2022 12:00";"1,40";"Ei kulutustietoja tällä ajanjaksolla.";"4,50"
"tiistai 8.3.2022 13:00";"1,23";"Ei kulutustietoja tällä ajanjaksolla.";"5,10"
"tiistai 8.3.2022 14:00";"0,87";"Ei kulutustietoja tällä ajanjaksolla.";"5,70"
"tiistai 8.3.2022 15:00";"0,91";"Ei kulutustietoja tällä ajanjaksolla.";"5,20"
"tiistai 8.3.2022 16:00";"1,11";"Ei kulutustietoja tällä ajanjaksolla.";"4,70"
"tiistai 8.3.2022 17:00";"1,29";"Ei kulutustietoja tällä ajanjaksolla.";"3,60"
"tiistai 8.3.2022 18:00";"1,33";"Ei kulutustietoja tällä ajanjaksolla.";"2,10"
"tiistai 8.3.2022 19:00";"1,48";"Ei kulutustietoja tällä ajanjaksolla.";"1,60"
"tiistai 8.3.2022 20:00";"1,62";"Ei kulutustietoja tällä ajanjaksolla.";"2,00"
"tiistai 8.3.2022 21:00";"1,38";"Ei kulutustietoja tällä ajanjaksolla.";"1,90"
"tiistai 8.3.2022 22:00";"1,03";"Ei kulutustietoja tällä ajanjaksolla.";"1,90"
"tiistai 8.3.2022 23:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"1,70"
"keskiviikko 9.3.2022 00:00";"1,12";"Ei kulutustietoja tällä ajanjaksolla.";"1,60"
"keskiviikko 9.3.2022 01:00";"1,63";"Ei kulutustietoja tällä ajanjaksolla.";"1,10"
"keskiviikko 9.3.2022 02:00";"1,24";"Ei kulutustietoja tällä ajanjaksolla.";"0,80"
"keskiviikko 9.3.2022 03:00";"1,61";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"keskiviikko 9.3.2022 04:00";"1,12";"Ei kulutustietoja tällä ajanjaksolla.";"-0,10"
"keskiviikko 9.3.2022 05:00";"1,13";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"keskiviikko 9.3.2022 06:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"keskiviikko 9.3.2022 07:00";"2,65";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"keskiviikko 9.3.2022 08:00";"2,54";"Ei kulutustietoja tällä ajanjaksolla.";"-0,70"
"keskiviikko 9.3.2022 09:00";"1,63";"Ei kulutustietoja tällä ajanjaksolla.";"-1,00"
"keskiviikko 9.3.2022 10:00";"1,50";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"keskiviikko 9.3.2022 11:00";"1,52";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"keskiviikko 9.3.2022 12:00";"1,78";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"keskiviikko 9.3.2022 13:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"keskiviikko 9.3.2022 14:00";"2,71";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"keskiviikko 9.3.2022 15:00";"1,46";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"keskiviikko 9.3.2022 16:00";"1,37";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"keskiviikko 9.3.2022 17:00";"2,84";"Ei kulutustietoja tällä ajanjaksolla.";"-0,70"
"keskiviikko 9.3.2022 18:00";"1,72";"Ei kulutustietoja tällä ajanjaksolla.";"-0,90"
"keskiviikko 9.3.2022 19:00";"1,94";"Ei kulutustietoja tällä ajanjaksolla.";"-1,90"
"keskiviikko 9.3.2022 20:00";"3,24";"Ei kulutustietoja tällä ajanjaksolla.";"-2,80"
"keskiviikko 9.3.2022 21:00";"1,48";"Ei kulutustietoja tällä ajanjaksolla.";"-3,30"
"keskiviikko 9.3.2022 22:00";"1,22";"Ei kulutustietoja tällä ajanjaksolla.";"-4,10"
"keskiviikko 9.3.2022 23:00";"1,28";"Ei kulutustietoja tällä ajanjaksolla.";"-4,20"
"torstai 10.3.2022 00:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"-3,50"
"torstai 10.3.2022 01:00";"0,97";"Ei kulutustietoja tällä ajanjaksolla.";"-3,00"
"torstai 10.3.2022 02:00";"1,28";"Ei kulutustietoja tällä ajanjaksolla.";"-3,80"
"torstai 10.3.2022 03:00";"1,27";"Ei kulutustietoja tällä ajanjaksolla.";"-4,70"
"torstai 10.3.2022 04:00";"1,29";"Ei kulutustietoja tällä ajanjaksolla.";"-4,60"
"torstai 10.3.2022 05:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"-4,30"
"torstai 10.3.2022 06:00";"1,24";"Ei kulutustietoja tällä ajanjaksolla.";"-4,40"
"torstai 10.3.2022 07:00";"3,15";"Ei kulutustietoja tällä ajanjaksolla.";"-3,00"
"torstai 10.3.2022 08:00";"3,08";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"torstai 10.3.2022 09:00";"1,72";"Ei kulutustietoja tällä ajanjaksolla.";"-0,20"
"torstai 10.3.2022 10:00";"1,35";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"torstai 10.3.2022 11:00";"1,56";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"torstai 10.3.2022 12:00";"1,69";"Ei kulutustietoja tällä ajanjaksolla.";"1,30"
"torstai 10.3.2022 13:00";"0,93";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"torstai 10.3.2022 14:00";"1,08";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"torstai 10.3.2022 15:00";"1,20";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"torstai 10.3.2022 16:00";"2,50";"Ei kulutustietoja tällä ajanjaksolla.";"1,20"
"torstai 10.3.2022 17:00";"1,73";"Ei kulutustietoja tällä ajanjaksolla.";"0,90"
"torstai 10.3.2022 18:00";"1,34";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"torstai 10.3.2022 19:00";"1,09";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"torstai 10.3.2022 20:00";"1,41";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"torstai 10.3.2022 21:00";"1,41";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"torstai 10.3.2022 22:00";"1,30";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"torstai 10.3.2022 23:00";"2,51";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"perjantai 11.3.2022 00:00";"1,06";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"perjantai 11.3.2022 01:00";"1,70";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"perjantai 11.3.2022 02:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"perjantai 11.3.2022 03:00";"1,74";"Ei kulutustietoja tällä ajanjaksolla.";"-0,20"
"perjantai 11.3.2022 04:00";"2,74";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"perjantai 11.3.2022 05:00";"1,67";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"perjantai 11.3.2022 06:00";"1,07";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"perjantai 11.3.2022 07:00";"3,19";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"perjantai 11.3.2022 08:00";"2,22";"Ei kulutustietoja tällä ajanjaksolla.";"0,20"
"perjantai 11.3.2022 09:00";"2,24";"Ei kulutustietoja tällä ajanjaksolla.";"1,20"
"perjantai 11.3.2022 10:00";"1,43";"Ei kulutustietoja tällä ajanjaksolla.";"1,70"
"perjantai 11.3.2022 11:00";"2,50";"Ei kulutustietoja tällä ajanjaksolla.";"1,90"
"perjantai 11.3.2022 12:00";"2,23";"Ei kulutustietoja tällä ajanjaksolla.";"2,60"
"perjantai 11.3.2022 13:00";"1,44";"Ei kulutustietoja tällä ajanjaksolla.";"3,30"
"perjantai 11.3.2022 14:00";"1,13";"Ei kulutustietoja tällä ajanjaksolla.";"3,30"
"perjantai 11.3.2022 15:00";"0,97";"Ei kulutustietoja tällä ajanjaksolla.";"3,20"
"perjantai 11.3.2022 16:00";"2,06";"Ei kulutustietoja tällä ajanjaksolla.";"3,00"
"perjantai 11.3.2022 17:00";"2,78";"Ei kulutustietoja tällä ajanjaksolla.";"2,50"
"perjantai 11.3.2022 18:00";"1,72";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"perjantai 11.3.2022 19:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"perjantai 11.3.2022 20:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"perjantai 11.3.2022 21:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
