"Ajankohta";"Laskutettava kulutus (kWh)";"Ylijäämätuotanto (kWh)";"Ulkolämpötila (°C)"
"perjantai 11.2.2022 21:00";"1,43";"Ei kulutustietoja tällä ajanjaksolla.";"-4,00"
"perjantai 11.2.2022 22:00";"1,33";"Ei kulutustietoja tällä ajanjaksolla.";"-4,10"
"perjantai 11.2.2022 23:00";"1,23";"Ei kulutustietoja tällä ajanjaksolla.";"-4,40"
"lauantai 12.2.2022 00:00";"2,01";"Ei kulutustietoja tällä ajanjaksolla.";"-5,00"
"lauantai 12.2.2022 01:00";"1,43";"Ei kulutustietoja tällä ajanjaksolla.";"-5,40"
"lauantai 12.2.2022 02:00";"2,31";"Ei kulutustietoja tällä ajanjaksolla.";"-5,70"
"lauantai 12.2.2022 03:00";"1,21";"Ei kulutustietoja tällä ajanjaksolla.";"-5,60"
"lauantai 12.2.2022 04:00";"1,34";"Ei kulutustietoja tällä ajanjaksolla.";"-5,40"
"lauantai 12.2.2022 05:00";"2,03";"Ei kulutustietoja tällä ajanjaksolla.";"-5,30"
"lauantai 12.2.2022 06:00";"3,49";"Ei kulutustietoja tällä ajanjaksolla.";"-5,10"
"lauantai 12.2.2022 07:00";"1,34";"Ei kulutustietoja tällä ajanjaksolla.";"-4,00"
"lauantai 12.2.2022 08:00";"3,54";"Ei kulutustietoja tällä ajanjaksolla.";"-3,60"
"lauantai 12.2.2022 09:00";"3,09";"Ei kulutustietoja tällä ajanjaksolla.";"-3,10"
"lauantai 12.2.2022 10:00";"1,97";"Ei kulutustietoja tällä ajanjaksolla.";"-2,30"
"lauantai 12.2.2022 11:00";"1,32";"Ei kulutustietoja tällä ajanjaksolla.";"-1,70"
"lauantai 12.2.2022 12:00";"1,25";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"lauantai 12.2.2022 13:00";"0,90";"Ei kulutustietoja tällä ajanjaksolla.";"0,20"
"lauantai 12.2.2022 14:00";"1,02";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"lauantai 12.2.2022 15:00";"2,80";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"lauantai 12.2.2022 16:00";"1,80";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"lauantai 12.2.2022 17:00";"2,05";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"lauantai 12.2.2022 18:00";"1,69";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"lauantai 12.2.2022 19:00";"1,54";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"lauantai 12.2.2022 20:00";"3,09";"Ei kulutustietoja tällä ajanjaksolla.";"0,20"
"lauantai 12.2.2022 21:00";"1,23";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"lauantai 12.2.2022 22:00";"1,02";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"lauantai 12.2.2022 23:00";"1,20";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"sunnuntai 13.2.2022 00:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"sunnuntai 13.2.2022 01:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"sunnuntai 13.2.2022 02:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"sunnuntai 13.2.2022 03:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"sunnuntai 13.2.2022 04:00";"1,18";"Ei kulutustietoja tällä ajanjaksolla.";"0,20"
"sunnuntai 13.2.2022 05:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"sunnuntai 13.2.2022 06:00";"1,18";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"sunnuntai 13.2.2022 07:00";"1,31";"Ei kulutustietoja tällä ajanjaksolla.";"0,20"
"sunnuntai 13.2.2022 08:00";"3,13";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"sunnuntai 13.2.2022 09:00";"1,46";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"sunnuntai 13.2.2022 10:00";"1,67";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"sunnuntai 13.2.2022 11:00";"1,97";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"sunnuntai 13.2.2022 12:00";"2,25";"Ei kulutustietoja tällä ajanjaksolla.";"1,00"
"sunnuntai 13.2.2022 13:00";"1,91";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"sunnuntai 13.2.2022 14:00";"1,72";"Ei kulutustietoja tällä ajanjaksolla.";"0,90"
"sunnuntai 13.2.2022 15:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"0,90"
"sunnuntai 13.2.2022 16:00";"2,10";"Ei kulutustietoja tällä ajanjaksolla.";"1,00"
"sunnuntai 13.2.2022 17:00";"5,06";"Ei kulutustietoja tällä ajanjaksolla.";"0,80"
"sunnuntai 13.2.2022 18:00";"6,38";"Ei kulutustietoja tällä ajanjaksolla.";"1,00"
"sunnuntai 13.2.2022 19:00";"4,17";"Ei kulutustietoja tällä ajanjaksolla.";"1,10"
"sunnuntai 13.2.2022 20:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"1,20"
"sunnuntai 13.2.2022 21:00";"1,61";"Ei kulutustietoja tällä ajanjaksolla.";"1,30"
"sunnuntai 13.2.2022 22:00";"1,49";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"sunnuntai 13.2.2022 23:00";"1,29";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"maanantai 14.2.2022 00:00";"1,28";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"maanantai 14.2.2022 01:00";"1,27";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"maanantai 14.2.2022 02:00";"1,44";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"maanantai 14.2.2022 03:00";"1,02";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"maanantai 14.2.2022 04:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"maanantai 14.2.2022 05:00";"1,15";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"maanantai 14.2.2022 06:00";"1,13";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"maanantai 14.2.2022 07:00";"2,62";"Ei kulutustietoja tällä ajanjaksolla.";"1,20"
"maanantai 14.2.2022 08:00";"1,83";"Ei kulutustietoja tällä ajanjaksolla.";"1,00"
"maanantai 14.2.2022 09:00";"1,47";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"maanantai 14.2.2022 10:00";"0,89";"Ei kulutustietoja tällä ajanjaksolla.";"1,60"
"maanantai 14.2.2022 11:00";"1,58";"Ei kulutustietoja tällä ajanjaksolla.";"1,60"
"maanantai 14.2.2022 12:00";"2,90";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"maanantai 14.2.2022 13:00";"1,50";"Ei kulutustietoja tällä ajanjaksolla.";"1,60"
"maanantai 14.2.2022 14:00";"1,57";"Ei kulutustietoja tällä ajanjaksolla.";"1,10"
"maanantai 14.2.2022 15:00";"1,48";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"maanantai 14.2.2022 16:00";"2,22";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"maanantai 14.2.2022 17:00";"1,76";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"maanantai 14.2.2022 18:00";"1,51";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"maanantai 14.2.2022 19:00";"1,56";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"maanantai 14.2.2022 20:00";"2,81";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"maanantai 14.2.2022 21:00";"1,42";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"maanantai 14.2.2022 22:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"maanantai 14.2.2022 23:00";"0,90";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"tiistai 15.2.2022 00:00";"1,16";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"tiistai 15.2.2022 01:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"tiistai 15.2.2022 02:00";"1,18";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"tiistai 15.2.2022 03:00";"1,16";"Ei kulutustietoja tällä ajanjaksolla.";"1,00"
"tiistai 15.2.2022 04:00";"1,15";"Ei kulutustietoja tällä ajanjaksolla.";"1,20"
"tiistai 15.2.2022 05:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"tiistai 15.2.2022 06:00";"1,11";"Ei kulutustietoja tällä ajanjaksolla.";"1,70"
"tiistai 15.2.2022 07:00";"2,28";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"tiistai 15.2.2022 08:00";"2,39";"Ei kulutustietoja tällä ajanjaksolla.";"1,90"
"tiistai 15.2.2022 09:00";"1,92";"Ei kulutustietoja tällä ajanjaksolla.";"2,10"
"tiistai 15.2.2022 10:00";"1,51";"Ei kulutustietoja tällä ajanjaksolla.";"2,40"
"tiistai 15.2.2022 11:00";"1,57";"Ei kulutustietoja tällä ajanjaksolla.";"2,40"
"tiistai 15.2.2022 12:00";"1,03";"Ei kulutustietoja tällä ajanjaksolla.";"2,40"
"tiistai 15.2.2022 13:00";"1,27";"Ei kulutustietoja tällä ajanjaksolla.";"2,20"
"tiistai 15.2.2022 14:00";"1,49";"Ei kulutustietoja tällä ajanjaksolla.";"2,10"
"tiistai 15.2.2022 15:00";"1,30";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"tiistai 15.2.2022 16:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"1,70"
"tiistai 15.2.2022 17:00";"2,16";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"tiistai 15.2.2022 18:00";"1,42";"Ei kulutustietoja tällä ajanjaksolla.";"1,80"
"tiistai 15.2.2022 19:00";"1,49";"Ei kulutustietoja tällä ajanjaksolla.";"2,00"
"tiistai 15.2.2022 20:00";"1,54";"Ei kulutustietoja tällä ajanjaksolla.";"2,30"
"tiistai 15.2.2022 21:00";"1,59";"Ei kulutustietoja tällä ajanjaksolla.";"2,30"
"tiistai 15.2.2022 22:00";"1,32";"Ei kulutustietoja tällä ajanjaksolla.";"2,20"
"tiistai 15.2.2022 23:00";"0,85";"Ei kulutustietoja tällä ajanjaksolla.";"2,00"
"keskiviikko 16.2.2022 00:00";"1,23";"Ei kulutustietoja tällä ajanjaksolla.";"1,90"
"keskiviikko 16.2.2022 01:00";"1,46";"Ei kulutustietoja tällä ajanjaksolla.";"1,60"
"keskiviikko 16.2.2022 02:00";"1,75";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"keskiviikko 16.2.2022 03:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"keskiviikko 16.2.2022 04:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"1,10"
"keskiviikko 16.2.2022 05:00";"1,13";"Ei kulutustietoja tällä ajanjaksolla.";"1,20"
"keskiviikko 16.2.2022 06:00";"1,13";"Ei kulutustietoja tällä ajanjaksolla.";"1,30"
"keskiviikko 16.2.2022 07:00";"1,82";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"keskiviikko 16.2.2022 08:00";"2,92";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"keskiviikko 16.2.2022 09:00";"1,32";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"keskiviikko 16.2.2022 10:00";"1,25";"Ei kulutustietoja tällä ajanjaksolla.";"1,70"
"keskiviikko 16.2.2022 11:00";"1,26";"Ei kulutustietoja tällä ajanjaksolla.";"2,10"
"keskiviikko 16.2.2022 12:00";"1,08";"Ei kulutustietoja tällä ajanjaksolla.";"2,10"
"keskiviikko 16.2.2022 13:00";"1,02";"Ei kulutustietoja tällä ajanjaksolla.";"1,70"
"keskiviikko 16.2.2022 14:00";"2,13";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"keskiviikko 16.2.2022 15:00";"1,41";"Ei kulutustietoja tällä ajanjaksolla.";"1,30"
"keskiviikko 16.2.2022 16:00";"1,57";"Ei kulutustietoja tällä ajanjaksolla.";"1,20"
"keskiviikko 16.2.2022 17:00";"2,63";"Ei kulutustietoja tällä ajanjaksolla.";"1,50"
"keskiviikko 16.2.2022 18:00";"1,37";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"keskiviikko 16.2.2022 19:00";"1,57";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"keskiviikko 16.2.2022 20:00";"1,28";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"keskiviikko 16.2.2022 21:00";"0,90";"Ei kulutustietoja tällä ajanjaksolla.";"1,40"
"keskiviikko 16.2.2022 22:00";"0,85";"Ei kulutustietoja tällä ajanjaksolla.";"1,30"
"keskiviikko 16.2.2022 23:00";"0,85";"Ei kulutustietoja tällä ajanjaksolla.";"1,20"
"torstai 17.2.2022 00:00";"3,39";"Ei kulutustietoja tällä ajanjaksolla.";"1,00"
"torstai 17.2.2022 01:00";"0,97";"Ei kulutustietoja tällä ajanjaksolla.";"0,80"
"torstai 17.2.2022 02:00";"0,90";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"torstai 17.2.2022 03:00";"1,07";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"torstai 17.2.2022 04:00";"1,08";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"torstai 17.2.2022 05:00";"1,08";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"torstai 17.2.2022 06:00";"1,10";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"torstai 17.2.2022 07:00";"1,21";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"torstai 17.2.2022 08:00";"2,45";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"torstai 17.2.2022 09:00";"1,54";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"torstai 17.2.2022 10:00";"0,75";"Ei kulutustietoja tällä ajanjaksolla.";"0,90"
"torstai 17.2.2022 11:00";"1,27";"Ei kulutustietoja tällä ajanjaksolla.";"1,00"
"torstai 17.2.2022 12:00";"1,20";"Ei kulutustietoja tällä ajanjaksolla.";"0,80"
"torstai 17.2.2022 13:00";"1,22";"Ei kulutustietoja tällä ajanjaksolla.";"1,00"
"torstai 17.2.2022 14:00";"2,67";"Ei kulutustietoja tällä ajanjaksolla.";"0,80"
"torstai 17.2.2022 15:00";"1,55";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"torstai 17.2.2022 16:00";"1,69";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"torstai 17.2.2022 17:00";"2,15";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"torstai 17.2.2022 18:00";"2,09";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"torstai 17.2.2022 19:00";"0,97";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"torstai 17.2.2022 20:00";"1,31";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"torstai 17.2.2022 21:00";"1,30";"Ei kulutustietoja tällä ajanjaksolla.";"0,20"
"torstai 17.2.2022 22:00";"1,31";"Ei kulutustietoja tällä ajanjaksolla.";"-0,20"
"torstai 17.2.2022 23:00";"1,32";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"perjantai 18.2.2022 00:00";"1,65";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"perjantai 18.2.2022 01:00";"1,32";"Ei kulutustietoja tällä ajanjaksolla.";"-0,70"
"perjantai 18.2.2022 02:00";"1,67";"Ei kulutustietoja tällä ajanjaksolla.";"-0,90"
"perjantai 18.2.2022 03:00";"2,91";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"perjantai 18.2.2022 04:00";"1,64";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"perjantai 18.2.2022 05:00";"1,21";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"perjantai 18.2.2022 06:00";"1,56";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"perjantai 18.2.2022 07:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"-0,90"
"perjantai 18.2.2022 08:00";"3,86";"Ei kulutustietoja tällä ajanjaksolla.";"-1,00"
"perjantai 18.2.2022 09:00";"2,44";"Ei kulutustietoja tällä ajanjaksolla.";"-1,00"
"perjantai 18.2.2022 10:00";"1,40";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"perjantai 18.2.2022 11:00";"1,40";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"perjantai 18.2.2022 12:00";"1,58";"Ei kulutustietoja tällä ajanjaksolla.";"-0,20"
"perjantai 18.2.2022 13:00";"1,47";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"perjantai 18.2.2022 14:00";"1,74";"Ei kulutustietoja tällä ajanjaksolla.";"-0,20"
"perjantai 18.2.2022 15:00";"1,22";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"perjantai 18.2.2022 16:00";"1,42";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"perjantai 18.2.2022 17:00";"2,34";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"perjantai 18.2.2022 18:00";"2,14";"Ei kulutustietoja tällä ajanjaksolla.";"-0,70"
"perjantai 18.2.2022 19:00";"1,58";"Ei kulutustietoja tällä ajanjaksolla.";"-1,00"
"perjantai 18.2.2022 20:00";"4,84";"Ei kulutustietoja tällä ajanjaksolla.";"-2,00"
"perjantai 18.2.2022 21:00";"4,65";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
"perjantai 18.2.2022 22:00";"2,17";"Ei kulutustietoja tällä ajanjaksolla.";"-3,50"
"perjantai 18.2.2022 23:00";"1,99";"Ei kulutustietoja tällä ajanjaksolla.";"-4,10"
"lauantai 19.2.2022 00:00";"1,34";"Ei kulutustietoja tällä ajanjaksolla.";"-4,60"
"lauantai 19.2.2022 01:00";"1,39";"Ei kulutustietoja tällä ajanjaksolla.";"-5,00"
"lauantai 19.2.2022 02:00";"4,43";"Ei kulutustietoja tällä ajanjaksolla.";"-5,10"
"lauantai 19.2.2022 03:00";"2,09";"Ei kulutustietoja tällä ajanjaksolla.";"-4,10"
"lauantai 19.2.2022 04:00";"1,33";"Ei kulutustietoja tällä ajanjaksolla.";"-3,00"
"lauantai 19.2.2022 05:00";"4,29";"Ei kulutustietoja tällä ajanjaksolla.";"-2,30"
"lauantai 19.2.2022 06:00";"1,18";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"lauantai 19.2.2022 07:00";"1,62";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"lauantai 19.2.2022 08:00";"4,69";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"lauantai 19.2.2022 09:00";"2,04";"Ei kulutustietoja tällä ajanjaksolla.";"-0,90"
"lauantai 19.2.2022 10:00";"1,63";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"lauantai 19.2.2022 11:00";"1,78";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"lauantai 19.2.2022 12:00";"1,21";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"lauantai 19.2.2022 13:00";"1,70";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"lauantai 19.2.2022 14:00";"2,66";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"lauantai 19.2.2022 15:00";"2,14";"Ei kulutustietoja tällä ajanjaksolla.";"-0,70"
"lauantai 19.2.2022 16:00";"2,34";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"lauantai 19.2.2022 17:00";"1,88";"Ei kulutustietoja tällä ajanjaksolla.";"-1,90"
"lauantai 19.2.2022 18:00";"1,70";"Ei kulutustietoja tällä ajanjaksolla.";"-2,40"
"lauantai 19.2.2022 19:00";"1,83";"Ei kulutustietoja tällä ajanjaksolla.";"-2,60"
"lauantai 19.2.2022 20:00";"2,00";"Ei kulutustietoja tällä ajanjaksolla.";"-3,20"
"lauantai 19.2.2022 21:00";"1,45";"Ei kulutustietoja tällä ajanjaksolla.";"-3,40"
"lauantai 19.2.2022 22:00";"1,43";"Ei kulutustietoja tällä ajanjaksolla.";"-2,40"
"lauantai 19.2.2022 23:00";"3,26";"Ei kulutustietoja tällä ajanjaksolla.";"-2,10"
"sunnuntai 20.2.2022 00:00";"1,50";"Ei kulutustietoja tällä ajanjaksolla.";"-3,00"
"sunnuntai 20.2.2022 01:00";"1,79";"Ei kulutustietoja tällä ajanjaksolla.";"-3,80"
"sunnuntai 20.2.2022 02:00";"2,05";"Ei kulutustietoja tällä ajanjaksolla.";"-4,40"
"sunnuntai 20.2.2022 03:00";"2,85";"Ei kulutustietoja tällä ajanjaksolla.";"-4,80"
"sunnuntai 20.2.2022 04:00";"2,85";"Ei kulutustietoja tällä ajanjaksolla.";"-5,00"
"sunnuntai 20.2.2022 05:00";"2,59";"Ei kulutustietoja tällä ajanjaksolla.";"-5,60"
"sunnuntai 20.2.2022 06:00";"3,82";"Ei kulutustietoja tällä ajanjaksolla.";"-5,20"
"sunnuntai 20.2.2022 07:00";"3,01";"Ei kulutustietoja tällä ajanjaksolla.";"-4,60"
"sunnuntai 20.2.2022 08:00";"4,33";"Ei kulutustietoja tällä ajanjaksolla.";"-3,50"
"sunnuntai 20.2.2022 09:00";"3,86";"Ei kulutustietoja tällä ajanjaksolla.";"-2,10"
"sunnuntai 20.2.2022 10:00";"1,44";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
"sunnuntai 20.2.2022 11:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"sunnuntai 20.2.2022 12:00";"1,25";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"sunnuntai 20.2.2022 13:00";"3,02";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"sunnuntai 20.2.2022 14:00";"1,73";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"sunnuntai 20.2.2022 15:00";"1,65";"Ei kulutustietoja tällä ajanjaksolla.";"-0,10"
"sunnuntai 20.2.2022 16:00";"1,00";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"sunnuntai 20.2.2022 17:00";"1,59";"Ei kulutustietoja tällä ajanjaksolla.";"-2,20"
"sunnuntai 20.2.2022 18:00";"2,61";"Ei kulutustietoja tällä ajanjaksolla.";"-3,60"
"sunnuntai 20.2.2022 19:00";"2,24";"Ei kulutustietoja tällä ajanjaksolla.";"-4,50"
"sunnuntai 20.2.2022 20:00";"1,40";"Ei kulutustietoja tällä ajanjaksolla.";"-5,10"
"sunnuntai 20.2.2022 21:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"-4,70"
"sunnuntai 20.2.2022 22:00";"1,31";"Ei kulutustietoja tällä ajanjaksolla.";"-3,30"
"sunnuntai 20.2.2022 23:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"-3,60"
"maanantai 21.2.2022 00:00";"3,67";"Ei kulutustietoja tällä ajanjaksolla.";"-4,80"
"maanantai 21.2.2022 01:00";"1,95";"Ei kulutustietoja tällä ajanjaksolla.";"-5,00"
"maanantai 21.2.2022 02:00";"1,27";"Ei kulutustietoja tällä ajanjaksolla.";"-4,90"
"maanantai 21.2.2022 03:00";"1,95";"Ei kulutustietoja tällä ajanjaksolla.";"-5,80"
"maanantai 21.2.2022 04:00";"3,84";"Ei kulutustietoja tällä ajanjaksolla.";"-6,20"
"maanantai 21.2.2022 05:00";"1,44";"Ei kulutustietoja tällä ajanjaksolla.";"-5,40"
"maanantai 21.2.2022 06:00";"3,76";"Ei kulutustietoja tällä ajanjaksolla.";"-4,00"
"maanantai 21.2.2022 07:00";"2,69";"Ei kulutustietoja tällä ajanjaksolla.";"-3,20"
"maanantai 21.2.2022 08:00";"2,25";"Ei kulutustietoja tällä ajanjaksolla.";"-2,50"
"maanantai 21.2.2022 09:00";"1,83";"Ei kulutustietoja tällä ajanjaksolla.";"-1,90"
"maanantai 21.2.2022 10:00";"1,20";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
"maanantai 21.2.2022 11:00";"1,55";"Ei kulutustietoja tällä ajanjaksolla.";"-0,70"
"maanantai 21.2.2022 12:00";"3,95";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"maanantai 21.2.2022 13:00";"1,91";"Ei kulutustietoja tällä ajanjaksolla.";"-1,10"
"maanantai 21.2.2022 14:00";"1,63";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"maanantai 21.2.2022 15:00";"1,17";"Ei kulutustietoja tällä ajanjaksolla.";"-1,10"
"maanantai 21.2.2022 16:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"maanantai 21.2.2022 17:00";"2,61";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"maanantai 21.2.2022 18:00";"1,80";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
"maanantai 21.2.2022 19:00";"1,67";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
"maanantai 21.2.2022 20:00";"2,48";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"maanantai 21.2.2022 21:00";"0,95";"Ei kulutustietoja tällä ajanjaksolla.";"-1,30"
"maanantai 21.2.2022 22:00";"1,06";"Ei kulutustietoja tällä ajanjaksolla.";"-1,30"
"maanantai 21.2.2022 23:00";"1,14";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"tiistai 22.2.2022 00:00";"1,51";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"tiistai 22.2.2022 01:00";"1,61";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
"tiistai 22.2.2022 02:00";"1,90";"Ei kulutustietoja tällä ajanjaksolla.";"-1,60"
"tiistai 22.2.2022 03:00";"1,81";"Ei kulutustietoja tällä ajanjaksolla.";"-1,70"
"tiistai 22.2.2022 04:00";"2,39";"Ei kulutustietoja tällä ajanjaksolla.";"-1,90"
"tiistai 22.2.2022 05:00";"1,47";"Ei kulutustietoja tällä ajanjaksolla.";"-2,50"
"tiistai 22.2.2022 06:00";"1,45";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
"tiistai 22.2.2022 07:00";"2,15";"Ei kulutustietoja tällä ajanjaksolla.";"-3,30"
"tiistai 22.2.2022 08:00";"3,27";"Ei kulutustietoja tällä ajanjaksolla.";"-3,30"
"tiistai 22.2.2022 09:00";"1,80";"Ei kulutustietoja tällä ajanjaksolla.";"-3,10"
"tiistai 22.2.2022 10:00";"1,83";"Ei kulutustietoja tällä ajanjaksolla.";"-2,80"
"tiistai 22.2.2022 11:00";"1,29";"Ei kulutustietoja tällä ajanjaksolla.";"-2,60"
"tiistai 22.2.2022 12:00";"1,52";"Ei kulutustietoja tällä ajanjaksolla.";"-2,30"
"tiistai 22.2.2022 13:00";"4,16";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"tiistai 22.2.2022 14:00";"1,22";"Ei kulutustietoja tällä ajanjaksolla.";"-1,90"
"tiistai 22.2.2022 15:00";"1,43";"Ei kulutustietoja tällä ajanjaksolla.";"-2,50"
"tiistai 22.2.2022 16:00";"1,38";"Ei kulutustietoja tällä ajanjaksolla.";"-3,10"
"tiistai 22.2.2022 17:00";"3,82";"Ei kulutustietoja tällä ajanjaksolla.";"-3,90"
"tiistai 22.2.2022 18:00";"2,65";"Ei kulutustietoja tällä ajanjaksolla.";"-4,80"
"tiistai 22.2.2022 19:00";"4,27";"Ei kulutustietoja tällä ajanjaksolla.";"-6,00"
