"Ajankohta";"Laskutettava kulutus (kWh)";"Ylijäämätuotanto (kWh)";"Ulkolämpötila (°C)"
"sunnuntai 6.2.2022 04:00";"1,28";"Ei kulutustietoja tällä ajanjaksolla.";"-2,00"
"sunnuntai 6.2.2022 05:00";"3,58";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"sunnuntai 6.2.2022 06:00";"0,99";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"sunnuntai 6.2.2022 07:00";"1,30";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"sunnuntai 6.2.2022 08:00";"1,27";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"sunnuntai 6.2.2022 09:00";"3,84";"Ei kulutustietoja tällä ajanjaksolla.";"0,20"
"sunnuntai 6.2.2022 10:00";"2,00";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"sunnuntai 6.2.2022 11:00";"2,15";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"sunnuntai 6.2.2022 12:00";"1,60";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"sunnuntai 6.2.2022 13:00";"1,48";"Ei kulutustietoja tällä ajanjaksolla.";"0,90"
"sunnuntai 6.2.2022 14:00";"1,50";"Ei kulutustietoja tällä ajanjaksolla.";"1,00"
"sunnuntai 6.2.2022 15:00";"1,35";"Ei kulutustietoja tällä ajanjaksolla.";"0,80"
"sunnuntai 6.2.2022 16:00";"1,86";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"sunnuntai 6.2.2022 17:00";"6,03";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"sunnuntai 6.2.2022 18:00";"6,10";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"sunnuntai 6.2.2022 19:00";"4,84";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"sunnuntai 6.2.2022 20:00";"1,96";"Ei kulutustietoja tällä ajanjaksolla.";"-0,20"
"sunnuntai 6.2.2022 21:00";"1,51";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"sunnuntai 6.2.2022 22:00";"1,15";"Ei kulutustietoja tällä ajanjaksolla.";"-0,20"
"sunnuntai 6.2.2022 23:00";"1,20";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"maanantai 7.2.2022 00:00";"1,38";"Ei kulutustietoja tällä ajanjaksolla.";"-0,70"
"maanantai 7.2.2022 01:00";"1,46";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"maanantai 7.2.2022 02:00";"1,24";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"maanantai 7.2.2022 03:00";"1,45";"Ei kulutustietoja tällä ajanjaksolla.";"-1,10"
"maanantai 7.2.2022 04:00";"1,35";"Ei kulutustietoja tällä ajanjaksolla.";"-1,90"
"maanantai 7.2.2022 05:00";"1,59";"Ei kulutustietoja tällä ajanjaksolla.";"-1,70"
"maanantai 7.2.2022 06:00";"4,26";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
"maanantai 7.2.2022 07:00";"1,67";"Ei kulutustietoja tällä ajanjaksolla.";"-1,10"
"maanantai 7.2.2022 08:00";"4,97";"Ei kulutustietoja tällä ajanjaksolla.";"-1,00"
"maanantai 7.2.2022 09:00";"2,88";"Ei kulutustietoja tällä ajanjaksolla.";"-0,80"
"maanantai 7.2.2022 10:00";"1,41";"Ei kulutustietoja tällä ajanjaksolla.";"-0,30"
"maanantai 7.2.2022 11:00";"1,77";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"maanantai 7.2.2022 12:00";"3,40";"Ei kulutustietoja tällä ajanjaksolla.";"0,40"
"maanantai 7.2.2022 13:00";"1,82";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"maanantai 7.2.2022 14:00";"3,39";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"maanantai 7.2.2022 15:00";"2,60";"Ei kulutustietoja tällä ajanjaksolla.";"-0,20"
"maanantai 7.2.2022 16:00";"1,73";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"maanantai 7.2.2022 17:00";"2,26";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"maanantai 7.2.2022 18:00";"1,96";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"maanantai 7.2.2022 19:00";"2,06";"Ei kulutustietoja tällä ajanjaksolla.";"-0,70"
"maanantai 7.2.2022 20:00";"1,52";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"maanantai 7.2.2022 21:00";"1,58";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"maanantai 7.2.2022 22:00";"1,78";"Ei kulutustietoja tällä ajanjaksolla.";"-0,90"
"maanantai 7.2.2022 23:00";"1,42";"Ei kulutustietoja tällä ajanjaksolla.";"-1,50"
"tiistai 8.2.2022 00:00";"1,89";"Ei kulutustietoja tällä ajanjaksolla.";"-1,60"
"tiistai 8.2.2022 01:00";"1,51";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"tiistai 8.2.2022 02:00";"2,36";"Ei kulutustietoja tällä ajanjaksolla.";"-2,00"
"tiistai 8.2.2022 03:00";"1,34";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
"tiistai 8.2.2022 04:00";"1,45";"Ei kulutustietoja tällä ajanjaksolla.";"-3,80"
"tiistai 8.2.2022 05:00";"4,42";"Ei kulutustietoja tällä ajanjaksolla.";"-4,20"
"tiistai 8.2.2022 06:00";"2,06";"Ei kulutustietoja tällä ajanjaksolla.";"-4,00"
"tiistai 8.2.2022 07:00";"3,05";"Ei kulutustietoja tällä ajanjaksolla.";"-3,50"
"tiistai 8.2.2022 08:00";"4,76";"Ei kulutustietoja tällä ajanjaksolla.";"-3,20"
"tiistai 8.2.2022 09:00";"2,33";"Ei kulutustietoja tällä ajanjaksolla.";"-2,30"
"tiistai 8.2.2022 10:00";"1,32";"Ei kulutustietoja tällä ajanjaksolla.";"-1,20"
"tiistai 8.2.2022 11:00";"4,73";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"tiistai 8.2.2022 12:00";"1,34";"Ei kulutustietoja tällä ajanjaksolla.";"0,20"
"tiistai 8.2.2022 13:00";"1,09";"Ei kulutustietoja tällä ajanjaksolla.";"0,20"
"tiistai 8.2.2022 14:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"tiistai 8.2.2022 15:00";"2,52";"Ei kulutustietoja tällä ajanjaksolla.";"0,20"
"tiistai 8.2.2022 16:00";"1,25";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"tiistai 8.2.2022 17:00";"1,99";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"tiistai 8.2.2022 18:00";"1,28";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"tiistai 8.2.2022 19:00";"1,78";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"tiistai 8.2.2022 20:00";"1,34";"Ei kulutustietoja tällä ajanjaksolla.";"0,10"
"tiistai 8.2.2022 21:00";"1,32";"Ei kulutustietoja tällä ajanjaksolla.";"-0,10"
"tiistai 8.2.2022 22:00";"1,30";"Ei kulutustietoja tällä ajanjaksolla.";"-0,70"
"tiistai 8.2.2022 23:00";"1,01";"Ei kulutustietoja tällä ajanjaksolla.";"-1,70"
"keskiviikko 9.2.2022 00:00";"1,23";"Ei kulutustietoja tällä ajanjaksolla.";"-2,30"
"keskiviikko 9.2.2022 01:00";"1,45";"Ei kulutustietoja tällä ajanjaksolla.";"-2,70"
"keskiviikko 9.2.2022 02:00";"1,39";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
"keskiviikko 9.2.2022 03:00";"1,45";"Ei kulutustietoja tällä ajanjaksolla.";"-3,40"
"keskiviikko 9.2.2022 04:00";"1,51";"Ei kulutustietoja tällä ajanjaksolla.";"-3,90"
"keskiviikko 9.2.2022 05:00";"1,42";"Ei kulutustietoja tällä ajanjaksolla.";"-4,10"
"keskiviikko 9.2.2022 06:00";"3,57";"Ei kulutustietoja tällä ajanjaksolla.";"-4,10"
"keskiviikko 9.2.2022 07:00";"2,26";"Ei kulutustietoja tällä ajanjaksolla.";"-4,70"
"keskiviikko 9.2.2022 08:00";"4,85";"Ei kulutustietoja tällä ajanjaksolla.";"-5,50"
"keskiviikko 9.2.2022 09:00";"2,41";"Ei kulutustietoja tällä ajanjaksolla.";"-3,80"
"keskiviikko 9.2.2022 10:00";"1,46";"Ei kulutustietoja tällä ajanjaksolla.";"-1,80"
"keskiviikko 9.2.2022 11:00";"1,30";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"keskiviikko 9.2.2022 12:00";"1,44";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"keskiviikko 9.2.2022 13:00";"2,65";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"keskiviikko 9.2.2022 14:00";"1,82";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"keskiviikko 9.2.2022 15:00";"1,51";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"keskiviikko 9.2.2022 16:00";"1,15";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"keskiviikko 9.2.2022 17:00";"1,52";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"keskiviikko 9.2.2022 18:00";"1,48";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"keskiviikko 9.2.2022 19:00";"1,43";"Ei kulutustietoja tällä ajanjaksolla.";"0,60"
"keskiviikko 9.2.2022 20:00";"1,51";"Ei kulutustietoja tällä ajanjaksolla.";"0,80"
"keskiviikko 9.2.2022 21:00";"1,44";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"keskiviikko 9.2.2022 22:00";"1,38";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"keskiviikko 9.2.2022 23:00";"1,20";"Ei kulutustietoja tällä ajanjaksolla.";"-0,20"
"torstai 10.2.2022 00:00";"2,00";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"torstai 10.2.2022 01:00";"1,51";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"torstai 10.2.2022 02:00";"1,75";"Ei kulutustietoja tällä ajanjaksolla.";"-0,50"
"torstai 10.2.2022 03:00";"1,19";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"torstai 10.2.2022 04:00";"1,32";"Ei kulutustietoja tällä ajanjaksolla.";"-2,10"
"torstai 10.2.2022 05:00";"2,97";"Ei kulutustietoja tällä ajanjaksolla.";"-2,50"
"torstai 10.2.2022 06:00";"1,28";"Ei kulutustietoja tällä ajanjaksolla.";"-2,40"
"torstai 10.2.2022 07:00";"1,61";"Ei kulutustietoja tällä ajanjaksolla.";"-2,40"
"torstai 10.2.2022 08:00";"3,40";"Ei kulutustietoja tällä ajanjaksolla.";"-2,10"
"torstai 10.2.2022 09:00";"1,25";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"torstai 10.2.2022 10:00";"1,67";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"torstai 10.2.2022 11:00";"3,05";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"torstai 10.2.2022 12:00";"2,22";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"torstai 10.2.2022 13:00";"1,43";"Ei kulutustietoja tällä ajanjaksolla.";"0,70"
"torstai 10.2.2022 14:00";"2,42";"Ei kulutustietoja tällä ajanjaksolla.";"0,50"
"torstai 10.2.2022 15:00";"1,74";"Ei kulutustietoja tällä ajanjaksolla.";"0,30"
"torstai 10.2.2022 16:00";"1,56";"Ei kulutustietoja tällä ajanjaksolla.";"0,00"
"torstai 10.2.2022 17:00";"1,44";"Ei kulutustietoja tällä ajanjaksolla.";"-0,40"
"torstai 10.2.2022 18:00";"1,33";"Ei kulutustietoja tällä ajanjaksolla.";"-1,60"
"torstai 10.2.2022 19:00";"1,65";"Ei kulutustietoja tällä ajanjaksolla.";"-2,50"
"torstai 10.2.2022 20:00";"2,35";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
"torstai 10.2.2022 21:00";"6,14";"Ei kulutustietoja tällä ajanjaksolla.";"-3,40"
"torstai 10.2.2022 22:00";"2,60";"Ei kulutustietoja tällä ajanjaksolla.";"-3,50"
"torstai 10.2.2022 23:00";"1,24";"Ei kulutustietoja tällä ajanjaksolla.";"-3,90"
"perjantai 11.2.2022 00:00";"1,45";"Ei kulutustietoja tällä ajanjaksolla.";"-4,00"
"perjantai 11.2.2022 01:00";"4,27";"Ei kulutustietoja tällä ajanjaksolla.";"-4,50"
"perjantai 11.2.2022 02:00";"1,38";"Ei kulutustietoja tällä ajanjaksolla.";"-4,60"
"perjantai 11.2.2022 03:00";"3,55";"Ei kulutustietoja tällä ajanjaksolla.";"-4,80"
"perjantai 11.2.2022 04:00";"3,46";"Ei kulutustietoja tällä ajanjaksolla.";"-4,90"
"perjantai 11.2.2022 05:00";"1,46";"Ei kulutustietoja tällä ajanjaksolla.";"-5,10"
"perjantai 11.2.2022 06:00";"3,95";"Ei kulutustietoja tällä ajanjaksolla.";"-5,10"
"perjantai 11.2.2022 07:00";"5,13";"Ei kulutustietoja tällä ajanjaksolla.";"-5,20"
"perjantai 11.2.2022 08:00";"2,06";"Ei kulutustietoja tällä ajanjaksolla.";"-4,50"
"perjantai 11.2.2022 09:00";"5,29";"Ei kulutustietoja tällä ajanjaksolla.";"-3,40"
"perjantai 11.2.2022 10:00";"2,62";"Ei kulutustietoja tällä ajanjaksolla.";"-2,70"
"perjantai 11.2.2022 11:00";"1,38";"Ei kulutustietoja tällä ajanjaksolla.";"-1,60"
"perjantai 11.2.2022 12:00";"1,36";"Ei kulutustietoja tällä ajanjaksolla.";"-0,60"
"perjantai 11.2.2022 13:00";"1,39";"Ei kulutustietoja tällä ajanjaksolla.";"-0,10"
"perjantai 11.2.2022 14:00";"2,50";"Ei kulutustietoja tällä ajanjaksolla.";"-0,90"
"perjantai 11.2.2022 15:00";"1,92";"Ei kulutustietoja tällä ajanjaksolla.";"-1,40"
"perjantai 11.2.2022 16:00";"1,49";"Ei kulutustietoja tällä ajanjaksolla.";"-2,00"
"perjantai 11.2.2022 17:00";"2,67";"Ei kulutustietoja tällä ajanjaksolla.";"-2,70"
"perjantai 11.2.2022 18:00";"1,97";"Ei kulutustietoja tällä ajanjaksolla.";"-2,80"
"perjantai 11.2.2022 19:00";"1,78";"Ei kulutustietoja tällä ajanjaksolla.";"-2,60"
"perjantai 11.2.2022 20:00";"1,59";"Ei kulutustietoja tällä ajanjaksolla.";"-2,90"
