Mittauspisteen tunnus;Tuotteen tyyppi;Resoluutio;Yksikkötyyppi;Lukeman tyyppi;Alkuaika;Määrä;Laatu
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T17:45:00Z;0,350000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T18:00:00Z;0,450000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T18:15:00Z;0,470000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T18:30:00Z;0,420000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T18:45:00Z;0,390000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T19:00:00Z;0,380000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T19:15:00Z;0,360000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T19:30:00Z;0,360000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T19:45:00Z;0,380000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T20:00:00Z;0,350000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T20:15:00Z;0,330000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T20:30:00Z;0,090000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T20:45:00Z;0,080000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T21:00:00Z;0,100000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T21:15:00Z;0,100000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T21:30:00Z;0,080000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T21:45:00Z;0,190000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T22:00:00Z;0,190000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T22:15:00Z;0,180000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T22:30:00Z;0,260000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T22:45:00Z;0,470000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T23:00:00Z;0,460000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T23:15:00Z;0,460000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T23:30:00Z;0,730000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-20T23:45:00Z;0,940000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T00:00:00Z;1,730000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T00:15:00Z;1,680000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T00:30:00Z;1,550000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T00:45:00Z;1,200000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T01:00:00Z;1,040000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T01:15:00Z;0,310000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T01:30:00Z;0,120000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T01:45:00Z;0,100000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T02:00:00Z;0,090000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T02:15:00Z;0,110000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T02:30:00Z;0,100000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T02:45:00Z;0,140000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T03:00:00Z;0,130000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T03:15:00Z;0,170000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T03:30:00Z;0,380000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T03:45:00Z;0,690000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T04:00:00Z;1,010000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T04:15:00Z;0,980000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T04:30:00Z;0,560000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T04:45:00Z;0,100000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T05:00:00Z;0,070000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T05:15:00Z;0,090000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T05:30:00Z;0,090000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T05:45:00Z;0,070000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T06:00:00Z;0,080000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T06:15:00Z;0,070000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T06:30:00Z;0,080000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T06:45:00Z;0,110000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T07:00:00Z;0,090000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T07:15:00Z;0,190000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T07:30:00Z;0,350000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T07:45:00Z;0,340000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T08:00:00Z;0,360000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T08:15:00Z;0,430000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T08:30:00Z;0,250000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T08:45:00Z;0,100000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T09:00:00Z;0,110000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T09:15:00Z;0,090000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T09:30:00Z;0,110000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T09:45:00Z;0,110000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T10:00:00Z;0,080000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T10:15:00Z;0,090000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T10:30:00Z;0,110000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T10:45:00Z;0,100000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T11:00:00Z;0,120000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T11:15:00Z;0,380000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T11:30:00Z;0,380000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T11:45:00Z;0,390000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T12:00:00Z;0,390000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T12:15:00Z;0,390000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T12:30:00Z;0,140000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T12:45:00Z;0,120000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T13:00:00Z;0,090000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T13:15:00Z;0,100000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T13:30:00Z;0,080000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T13:45:00Z;0,090000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T14:00:00Z;0,140000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T14:15:00Z;0,110000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T14:30:00Z;0,100000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T14:45:00Z;0,110000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T15:00:00Z;0,250000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T15:15:00Z;0,370000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T15:30:00Z;0,370000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T15:45:00Z;0,360000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T16:00:00Z;0,340000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T16:15:00Z;0,310000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T16:30:00Z;0,190000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T16:45:00Z;0,160000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T17:00:00Z;0,180000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T17:15:00Z;0,200000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T17:30:00Z;0,190000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T17:45:00Z;0,330000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T18:00:00Z;0,460000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T18:15:00Z;0,450000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T18:30:00Z;0,460000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T18:45:00Z;0,450000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T19:00:00Z;0,400000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T19:15:00Z;0,370000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T19:30:00Z;0,390000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T19:45:00Z;0,370000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T20:00:00Z;0,370000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T20:15:00Z;0,350000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T20:30:00Z;0,100000;OK
123456789123456789;8716867000030;PT15M;kWh;BN01;2023-09-21T20:45:00Z;0,090000;OK
