Mittauspisteen tunnus;Tuotteen tyyppi;Resoluutio;Yksikkötyyppi;Alkuaika;Määrä;Laatu
0;8,71687E+12;PT1H;kWh;2022-08-07T20:00:00Z;0,83;OK
0;8,71687E+12;PT1H;kWh;2022-08-07T21:00:00Z;0,91;OK
0;8,71687E+12;PT1H;kWh;2022-08-07T22:00:00Z;0,76;OK
0;8,71687E+12;PT1H;kWh;2022-08-07T23:00:00Z;0,66;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T00:00:00Z;0,69;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T01:00:00Z;0,68;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T02:00:00Z;0,67;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T03:00:00Z;0,67;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T04:00:00Z;0,66;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T05:00:00Z;0,22;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T06:00:00Z;0,28;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T07:00:00Z;0,92;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T08:00:00Z;0,82;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T09:00:00Z;0,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T10:00:00Z;0,72;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T11:00:00Z;0,24;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T12:00:00Z;0,78;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T13:00:00Z;0,32;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T14:00:00Z;1,8;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T15:00:00Z;1,71;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T16:00:00Z;0,89;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T17:00:00Z;0,71;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T18:00:00Z;1,12;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T19:00:00Z;1,5;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T20:00:00Z;1,33;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T21:00:00Z;0,84;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T22:00:00Z;0,67;OK
0;8,71687E+12;PT1H;kWh;2022-08-08T23:00:00Z;0,64;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T00:00:00Z;0,76;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T01:00:00Z;0,78;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T02:00:00Z;0,63;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T03:00:00Z;0,66;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T04:00:00Z;0,75;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T05:00:00Z;1,08;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T06:00:00Z;0,23;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T07:00:00Z;0,19;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T08:00:00Z;0,19;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T09:00:00Z;0,73;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T10:00:00Z;1,64;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T11:00:00Z;0,69;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T12:00:00Z;0,7;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T13:00:00Z;0,44;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T14:00:00Z;0,39;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T15:00:00Z;0,76;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T16:00:00Z;3,05;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T17:00:00Z;1,38;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T18:00:00Z;0,73;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T19:00:00Z;1,2;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T20:00:00Z;1,34;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T21:00:00Z;0,65;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T22:00:00Z;0,64;OK
0;8,71687E+12;PT1H;kWh;2022-08-09T23:00:00Z;0,44;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T00:00:00Z;0,58;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T01:00:00Z;0,55;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T02:00:00Z;0,58;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T03:00:00Z;0,62;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T04:00:00Z;0,72;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T05:00:00Z;0,91;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T06:00:00Z;0,69;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T07:00:00Z;0,66;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T08:00:00Z;0,35;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T09:00:00Z;0,78;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T10:00:00Z;0,39;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T11:00:00Z;0,8;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T12:00:00Z;1,37;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T13:00:00Z;1,53;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T14:00:00Z;1,37;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T15:00:00Z;0,33;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T16:00:00Z;0,85;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T17:00:00Z;0,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T18:00:00Z;0,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T19:00:00Z;2,05;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T20:00:00Z;1,05;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T21:00:00Z;0,26;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T22:00:00Z;0,66;OK
0;8,71687E+12;PT1H;kWh;2022-08-10T23:00:00Z;0,23;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T00:00:00Z;0,22;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T01:00:00Z;0,51;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T02:00:00Z;0,23;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T03:00:00Z;0,52;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T04:00:00Z;0,47;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T05:00:00Z;0,85;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T06:00:00Z;0,41;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T07:00:00Z;0,98;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T08:00:00Z;0,39;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T09:00:00Z;0,38;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T10:00:00Z;0,8;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T11:00:00Z;0,24;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T12:00:00Z;0,54;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T13:00:00Z;0,61;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T14:00:00Z;1,75;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T15:00:00Z;0,73;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T16:00:00Z;0,39;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T17:00:00Z;1,39;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T18:00:00Z;1,14;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T19:00:00Z;0,95;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T20:00:00Z;0,55;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T21:00:00Z;0,25;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T22:00:00Z;0,2;OK
0;8,71687E+12;PT1H;kWh;2022-08-11T23:00:00Z;0,79;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T00:00:00Z;0,23;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T01:00:00Z;0,55;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T02:00:00Z;0,2;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T03:00:00Z;0,5;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T04:00:00Z;1,31;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T05:00:00Z;0,99;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T06:00:00Z;0,59;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T07:00:00Z;0,32;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T08:00:00Z;0,54;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T09:00:00Z;0,28;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T10:00:00Z;0,32;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T11:00:00Z;0,44;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T12:00:00Z;0,85;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T13:00:00Z;0,76;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T14:00:00Z;0,96;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T15:00:00Z;0,46;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T16:00:00Z;0,39;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T17:00:00Z;0,74;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T18:00:00Z;1,23;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T19:00:00Z;1,63;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T20:00:00Z;2,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T21:00:00Z;0,74;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T22:00:00Z;0,77;OK
0;8,71687E+12;PT1H;kWh;2022-08-12T23:00:00Z;0,5;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T00:00:00Z;0,6;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T01:00:00Z;0,66;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T02:00:00Z;0,67;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T03:00:00Z;0,74;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T04:00:00Z;0,67;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T05:00:00Z;0,98;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T06:00:00Z;1,26;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T07:00:00Z;0,81;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T08:00:00Z;0,25;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T09:00:00Z;1,41;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T10:00:00Z;0,34;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T11:00:00Z;0,27;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T12:00:00Z;0,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T13:00:00Z;0,77;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T14:00:00Z;0,44;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T15:00:00Z;0,48;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T16:00:00Z;0,57;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T17:00:00Z;0,64;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T18:00:00Z;0,9;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T19:00:00Z;0,88;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T20:00:00Z;0,73;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T21:00:00Z;0,72;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T22:00:00Z;0,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-13T23:00:00Z;0,55;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T00:00:00Z;0,62;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T01:00:00Z;0,25;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T02:00:00Z;0,96;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T03:00:00Z;0,54;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T04:00:00Z;0,41;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T05:00:00Z;0,31;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T06:00:00Z;0,43;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T07:00:00Z;1,08;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T08:00:00Z;1,81;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T09:00:00Z;1,77;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T10:00:00Z;1,08;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T11:00:00Z;1,4;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T12:00:00Z;0,39;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T13:00:00Z;0,31;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T14:00:00Z;0,79;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T15:00:00Z;0,34;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T16:00:00Z;0,67;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T17:00:00Z;1,07;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T18:00:00Z;1,1;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T19:00:00Z;1,03;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T20:00:00Z;0,63;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T21:00:00Z;0,36;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T22:00:00Z;0,26;OK
0;8,71687E+12;PT1H;kWh;2022-08-14T23:00:00Z;0,66;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T00:00:00Z;0,23;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T01:00:00Z;0,24;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T02:00:00Z;0,51;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T03:00:00Z;0,49;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T04:00:00Z;0,49;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T05:00:00Z;1,07;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T06:00:00Z;0,34;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T07:00:00Z;0,31;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T08:00:00Z;1,37;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T09:00:00Z;1,32;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T10:00:00Z;0,68;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T11:00:00Z;0,42;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T12:00:00Z;1,11;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T13:00:00Z;0,93;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T14:00:00Z;1,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T15:00:00Z;0,43;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T16:00:00Z;0,34;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T17:00:00Z;0,74;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T18:00:00Z;1,25;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T19:00:00Z;1,55;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T20:00:00Z;0,59;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T21:00:00Z;0,41;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T22:00:00Z;0,36;OK
0;8,71687E+12;PT1H;kWh;2022-08-15T23:00:00Z;0,3;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T00:00:00Z;0,25;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T01:00:00Z;0,25;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T02:00:00Z;0,7;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T03:00:00Z;0,24;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T04:00:00Z;0,43;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T05:00:00Z;0,26;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T06:00:00Z;0,31;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T07:00:00Z;1,43;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T08:00:00Z;0,43;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T09:00:00Z;0,36;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T10:00:00Z;0,78;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T11:00:00Z;0,23;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T12:00:00Z;0,51;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T13:00:00Z;1,27;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T14:00:00Z;0,42;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T15:00:00Z;0,49;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T16:00:00Z;0,82;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T17:00:00Z;0,35;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T18:00:00Z;1,02;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T19:00:00Z;0,62;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T20:00:00Z;1,2;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T21:00:00Z;0,32;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T22:00:00Z;0,27;OK
0;8,71687E+12;PT1H;kWh;2022-08-16T23:00:00Z;0,25;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T00:00:00Z;0,26;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T01:00:00Z;0,26;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T02:00:00Z;0,25;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T03:00:00Z;0,22;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T04:00:00Z;0,48;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T05:00:00Z;0,5;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T06:00:00Z;1,33;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T07:00:00Z;0,81;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T08:00:00Z;0,33;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T09:00:00Z;0,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T10:00:00Z;0,26;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T11:00:00Z;0,26;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T12:00:00Z;0,31;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T13:00:00Z;0,28;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T14:00:00Z;0,94;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T15:00:00Z;0,63;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T16:00:00Z;0,45;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T17:00:00Z;0,35;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T18:00:00Z;0,45;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T19:00:00Z;0,55;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T20:00:00Z;1,12;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T21:00:00Z;0,39;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T22:00:00Z;0,3;OK
0;8,71687E+12;PT1H;kWh;2022-08-17T23:00:00Z;0,27;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T00:00:00Z;0,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T01:00:00Z;0,31;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T02:00:00Z;0,25;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T03:00:00Z;0,26;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T04:00:00Z;0,36;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T05:00:00Z;0,72;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T06:00:00Z;0,26;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T07:00:00Z;0,22;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T08:00:00Z;0,24;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T09:00:00Z;0,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T10:00:00Z;0,97;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T11:00:00Z;0,37;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T12:00:00Z;0,41;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T13:00:00Z;0,38;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T14:00:00Z;0,74;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T15:00:00Z;0,31;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T16:00:00Z;1,27;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T17:00:00Z;1,86;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T18:00:00Z;1,54;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T19:00:00Z;1,7;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T20:00:00Z;1,07;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T21:00:00Z;1,56;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T22:00:00Z;0,31;OK
0;8,71687E+12;PT1H;kWh;2022-08-18T23:00:00Z;0,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T00:00:00Z;0,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T01:00:00Z;0,28;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T02:00:00Z;0,31;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T03:00:00Z;0,27;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T04:00:00Z;0,61;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T05:00:00Z;0,25;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T06:00:00Z;1,6;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T07:00:00Z;0,35;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T08:00:00Z;0,3;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T09:00:00Z;0,25;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T10:00:00Z;0,26;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T11:00:00Z;0,75;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T12:00:00Z;0,68;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T13:00:00Z;1,43;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T14:00:00Z;1,61;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T15:00:00Z;0,73;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T16:00:00Z;1,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T17:00:00Z;0,46;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T18:00:00Z;0,3;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T19:00:00Z;0,68;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T20:00:00Z;0,83;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T21:00:00Z;0,26;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T22:00:00Z;0,26;OK
0;8,71687E+12;PT1H;kWh;2022-08-19T23:00:00Z;0,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T00:00:00Z;0,31;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T01:00:00Z;0,32;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T02:00:00Z;0,3;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T03:00:00Z;0,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T04:00:00Z;0,27;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T05:00:00Z;0,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T06:00:00Z;0,95;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T07:00:00Z;0,81;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T08:00:00Z;2,54;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T09:00:00Z;1,8;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T10:00:00Z;0,8;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T11:00:00Z;0,28;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T12:00:00Z;1,42;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T13:00:00Z;0,61;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T14:00:00Z;0,45;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T15:00:00Z;0,99;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T16:00:00Z;0,72;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T17:00:00Z;0,33;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T18:00:00Z;0,28;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T19:00:00Z;0,42;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T20:00:00Z;0,45;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T21:00:00Z;0,34;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T22:00:00Z;0,31;OK
0;8,71687E+12;PT1H;kWh;2022-08-20T23:00:00Z;0,25;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T00:00:00Z;0,72;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T01:00:00Z;0,24;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T02:00:00Z;0,24;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T03:00:00Z;0,28;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T04:00:00Z;0,27;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T05:00:00Z;0,26;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T06:00:00Z;0,75;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T07:00:00Z;0,38;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T08:00:00Z;0,24;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T09:00:00Z;1,47;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T10:00:00Z;0,99;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T11:00:00Z;0,57;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T12:00:00Z;0,62;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T13:00:00Z;0,26;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T14:00:00Z;0,21;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T15:00:00Z;2,44;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T16:00:00Z;0,96;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T17:00:00Z;0,53;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T18:00:00Z;0,44;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T19:00:00Z;0,5;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T20:00:00Z;0,45;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T21:00:00Z;0,32;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T22:00:00Z;0,29;OK
0;8,71687E+12;PT1H;kWh;2022-08-21T23:00:00Z;0,34;OK
